pathway	pval	padj	log2err	ES	NES	size	leadingEdge
REACTOME_RRNA_PROCESSING	1.83921547336435e-14	1.10620450652532e-11	0.97599468306432	-0.792187855925037	-2.43267569502099	200	RPL22L1 RPS14 RPL26 RPL37A RPL12 EBNA1BP2 RPS12 RPS20 RPL23 RPL21 RPS10 RPLP1 RPL35 RPL31 RPS25 RPL41 RPS6 RPL17 RPL7A RPS17 RPL13 RPL3 RPS23 FBL RPS2 RPL27A RPL32 RPLP2 RPL38 RPL36A RPLP0 RPS16 RPS29 RPL39 RPL34 RPL7 RPL37 RPL27 RPS24 RPS15A RPL36 RPS7 RPL14 RPL23A RPL10A RPL15 RPS8 RPS21 RPS9 RPS27 RPL10 RPS3A RPS15 RPL6 RPL8 RPSA RCL1 WDR12 RPS13 RPL19 RPL9 RPL13A NHP2 RPL18 RPL5 RPS3 TFB1M RPL29 RPS27A PELP1 RPL22 NOP58 EXOSC7 NCL RPL11 RPL28 DDX21 RPL4 RRP7A LAS1L TSR1 RPS11 RPL18A RPL24 RPL35A NAT10 EXOSC2 RPS18 UTP14A RPS28 EXOSC10 RPS4X RPS5 TRMT112 IMP4 RPL30 NOB1 RRP1 NOL9 EXOSC4 GAR1 NOP14 WDR36 TRMT10C HSD17B10
REACTOME_EUKARYOTIC_TRANSLATION_INITIATION	1.03009094214801e-13	5.67923472770935e-11	0.954541630725724	-0.858068811286224	-2.47597425259114	117	RPL22L1 RPS14 EIF3A RPL26 RPL37A RPL12 RPS12 RPS20 RPL23 RPL21 RPS10 RPLP1 RPL35 RPL31 RPS25 RPL41 RPS6 RPL17 RPL7A RPS17 RPL13 RPL3 RPS23 EIF2B3 RPS2 RPL27A RPL32 RPLP2 RPL38 RPL36A RPLP0 RPS16 RPS29 RPL39 RPL34 RPL7 RPL37 RPL27 RPS24 RPS15A RPL36 RPS7 RPL14 RPL23A RPL10A RPL15 RPS8 RPS21 RPS9 RPS27 RPL10 RPS3A RPS15 RPL6 RPL8 RPSA RPS13 RPL19 RPL9 RPL13A EIF3B RPL18 RPL5 RPS3 RPL29 RPS27A RPL22 RPL11 RPL28 RPL4 EIF3E RPS11 PABPC1 RPL18A RPL24 RPL35A RPS18 RPS28 EIF3K RPS4X RPS5
REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS	2.483405314284e-13	1.26386227379253e-10	0.932595211336209	-0.814500218569873	-2.43358965079893	157	RPL22L1 RPS14 RPL26 RPL37A RPL12 RPS12 RPS20 RPL23 RPL21 RPS10 RPLP1 RPL35 RPL31 RPS25 RPL41 RPS6 RPL17 RPL7A RPS17 RPL13 RPL3 RPS23 RPS2 RPL27A RPL32 RPLP2 RPL38 RPL36A RPLP0 RPS16 RPS29 RPL39 RPL34 RPL7 RPL37 RPL27 RPS24 RPS15A PSMB7 RPL36 RPS7 RPL14 RPL23A RPL10A RPL15 RPS8 RPS21 RPS9 PSMB3 RPS27 RPL10 RPS3A RPS15 RPL6 RPL8 RPSA ELOB RPS13 RPL19 RPL9 RPL13A PSME2 RPL18 RPL5 RPS3 RPL29 RPS27A MAGOHB RPL22 RPL11 RPL28 RPL4 RPS11 PABPC1 PSMB4 RPL18A RPL24 RPL35A RPS18 PSME1 RPS28 ETF1 RPS4X RPS5
REACTOME_INFLUENZA_INFECTION	3.97678403605745e-12	1.87931451303972e-09	0.887074988399873	-0.808235245547425	-2.41037854676343	153	RPL22L1 RPS14 RPL26 RPL37A RPL12 RPS12 CALR RPS20 RPL23 RPL21 RPS10 RPLP1 RPL35 RPL31 CANX RPS25 RPL41 RPS6 RPL17 RPL7A RPS17 RPL13 RPL3 RPS23 RPS2 RPL27A RPL32 RPLP2 RPL38 RPL36A RPLP0 RPS16 RPS29 RPL39 RPL34 RPL7 RPL37 RPL27 RPS24 RPS15A RPL36 RPS7 RPL14 RPL23A RPL10A RPL15 RPS8 RPS21 RPS9 RPS27 RPL10 RPS3A RPS15 RPL6 RPL8 RPSA RPS13 RPL19 RPL9 RPL13A TPR RPL18 RPL5 RPS3 RPL29 RPS27A IPO5 XPO1 RAN RPL22 RPL11 RPL28 POLR2L RPL4 POLR2F RPS11 RPL18A RPL24 NUP98 RPL35A NUP214 RPS18 SLC25A6 RPS28 CPSF4 PABPN1 RPS4X RPS5 NDC1 RPL30 NUP210
KOBAYASHI_EGFR_SIGNALING_24HR_DN	2.01565231181613e-11	8.89037046331702e-09	0.863415391606693	-0.740571611547611	-2.30555027261917	223	EREG AURKB E2F1 POLE2 NCAPG2 CENPM MCM7 HELLS TCOF1 EZH2 CDT1 RRM2 TYMS ATAD2 CENPU PKMYT1 MCM4 LMNB1 H4C3 RFC2 POLA1 SNRPD1 H2AZ1 NAP1L1 FABP5 CSE1L RAD51 FANCI RNASEH2A TUBB4B TMPO DUT HMGB2 UNG TFDP1 PA2G4 TUBB MSH6 MCM6 TIMELESS CTPS1 PCNA RRM1 CKS2 PAICS USP1 GALNT10 ZWINT CDC45 DTL NOLC1 RFWD3 FEN1 MYBL2 RANBP1 NCAPH BRCA1 SRM MAD2L1 BIRC5 CDC6 UCK2 SRSF7 DHFR CDCA4 DSCC1 SPAG5 GINS2 POLR3K RACGAP1 GPSM2 PUS7 CHAF1A RFC4 SMC4 CDK1 NME1 BLM PRIM1 DSN1 ORC6 CCNB1 VRK1 ASPM NAA15 GMNN MCM5 NCAPG CKS1B RFC3 NDC80 MCM2 PNN CDK2 CDC20 SPC25 GTSE1 PPIF MELK FAM111A PRPS1 KIF14 KIF15 NUDT15 ASF1B KIF11 STIL HMMR AREG CENPN SMC2 KPNA2 RFC5 KIF4A H2AX ODC1 SLC29A1 CDCA8 DBF4 PSMC3IP UBE2S CCNA2 GINS3 TTK MCM10 BUB1 RAD51AP1 CEP55 EXO1 CDCA3 KIF2C TK1
GRAHAM_CML_DIVIDING_VS_NORMAL_QUIESCENT_UP	2.3361175308448e-11	9.65984599004323e-09	0.863415391606693	-0.77990348397145	-2.3671449047895	175	KLF1 CPA3 AURKB POLE2 TST CENPF CENPM EZH2 RRM2 TYMS CENPU MCM4 SNRPD1 RPA3 FABP5 CSE1L NPM3 RAD51 FANCI RNASEH2A DUT STMN1 RRM1 MRPS15 IDH2 SAC3D1 PCLAF LSM5 ZWINT CDC45 FEN1 PRKAR2B RANBP1 BRCA1 MAD2L1 NUDT1 BIRC5 TFR2 ABCC4 CDC6 LRRC59 DHFR DSCC1 SPAG5 GINS2 RACGAP1 SFXN1 SORD RFC4 ITGA2B TPM1 GGH CDK1 MS4A3 NT5DC2 STK39 CCNB1 VRK1 ASPM GMNN MCM5 NCAPG CKS1B ATP5MC3 RFC3 NDC80 MCM2 ACOT7 CDC20 ACTN1 SPC25 PPIF SNRNP25 MELK SLC25A13 KIF15 OIP5 KIF11 HMMR PDSS1 AMMECR1 SYNCRIP SMC2 KPNA2 KIF4A CDC7 H2AX UBE2S CCNA2 TTK MCM10 BUB1 RAD51AP1 CEP55 CLEC11A KIF2C TK1 PALM2AKAP2 CST7 CCNB2 PRDX2
WONG_ADULT_TISSUE_STEM_MODULE	9.97113238986559e-11	3.88053011125592e-08	0.839088935621274	0.730282583519707	1.942094503289	465	FOXC1 RASD1 CDKN1C CDKN1A RHOB ICAM1 HPGD SCN1B IL18R1 ESAM RBPMS ID1 SOCS3 VNN1 CERS4 RGS18 ITM2A CISH CD200 ABHD8 GBP2 PPP1R18 SESN1 BASP1 CNN2 JUNB CD34 MYADM PRKCB KIT NFIX HLA-DMA PTTG1IP IER2 ETS2 IFI16 LST1 MSN NRIP1 JAK1 MEF2A STK17B EVL SHANK3 TIE1 ENG SMARCA2 ZEB1 APP CLIC4 CASP4 MFNG TMBIM1 ANTXR2 NFKBIA TSPAN4 PKD2 CBFA2T3 SH3GLB1 EIF1 ITM2C MLLT3 YES1 REST TSC22D1 TAF1D LSM14B PDLIM2 C11orf54 SHFL SARAF FOXP1 ID2 KLF10 REEP3 PLEKHA5 BTG2 PRKACB LPIN1 ADGRE5 EMP1 SERPINH1
PUJANA_BRCA2_PCC_NETWORK	2.82028585649351e-10	1.03661173480895e-07	0.814035837847908	-0.636654329462908	-2.09529407412939	400	AURKB E2F1 POLE2 VPS13A CENPF TMEM106C MCM7 EZH2 CDT1 RRM2 TYMS H2AZ2 DDX11 MCM4 NSD2 LIG1 LMNB1 POLA1 PRKDC POLD2 TCERG1 FANCI RNASEH2A SNRPA TMPO RNASEH2B DUT CENPX HMGB2 PCCB UNG SSRP1 TFDP1 HIRIP3 MYB NASP DNMT1 CLINT1 STMN1 MCM6 TIMELESS CTPS1 PCNA RRM1 HPRT1 SMC1A CKS2 PAICS ELOVL5 USP1 SAC3D1 PCLAF ANP32E DEK ZWINT DTYMK CDC45 NCAPD2 DDX46 LSM4 SUZ12 FEN1 MYBL2 XPO1 RBBP8 TRBC2 NCAPH BRCA1 PTTG1 MAD2L1 MAZ SRPK1 CASP2 NAE1 WRN CDC6 CEP290 SIVA1 SLC7A1 TRIM28 DHFR GMPS BLMH ILF3 ATP11B MAT2A SPAG5 SRSF3 HMGN1 AATF RALY KDM1A EXOSC2 CHAF1A TRRAP RFC4 HMGXB4 HDAC3 SMC4 XRCC3 CLGN CDK1 CPSF4 KNTC1 CNTRL BLM RIF1 PRIM1 ATR CCNB1 CBX3 MCM5 TCP1 CAD FANCA RFC3 NDC80 MCM2 CTCF CKAP5 ADK HCFC1 BTAF1 PNN CDC20 ACYP1 SPC25 GTSE1 NUP93 TBCD MELK COPS3 DNA2 PRPS1 SMC5 KIF14 CXCR4 XRCC5 KIF11 HDAC4 NUP205 SRSF10 STIL HMMR DPY19L2 MPHOSPH9 SMC2 RFC5 PSIP1 CDC7 TROAP PAXIP1 H2AX BUB3 BRCA2 DBF4 FOXK2 UBE2S CCNA2 WDR77 CD2AP KIF20B CDC27 TTK TTF2 INSIG1 BUB1 CENPE SNRPB RAD51AP1
MARKEY_RB1_ACUTE_LOF_UP	4.05141355396695e-10	1.41074484594976e-07	0.814035837847908	-0.732742003168378	-2.26574246523638	211	EREG E2F1 TMEM106C MCM7 CDT1 RRM2 TYMS DNPH1 H2AZ2 MCM4 POLA1 H2AZ1 NAP1L1 CSE1L RAD51 RBL1 TMPO SRSF2 PABPC4 HMGB2 ANAPC11 HMGB3 TFDP1 TUBB CENPK NASP STMN1 PTMA PCNA HSPD1 CKS2 LAGE3 IDH2 PCLAF DEK AHCY DTYMK TPGS2 CDC45 DTL RCL1 ETFB LSM4 NUCKS1 IPO5 RANBP1 XPO1 BRCA1 NOP58 MAD2L1 BIRC5 PDIA3 CDC6 ILF3 ALAD ANLN RACGAP1 HMGN1 RFC4 CKAP2 HMGN2 CDK1 PRIM1 ORC6 HPF1 CCNB1 GMNN MCM5 CPSF2 CKS1B CDK2 TRIM37 NSMCE4A FAM13B HDAC2 ASF1B KIF11 IGF1R ANAPC5 IFRD2 SMC2 KPNA2 RFC5 KIF4A PSIP1 DCTPP1 SASS6 ADSL SET BRCA2 UBE2S CCNA2 BUB1 GALNT1 RAD51AP1 CDCA3 KIF2C TK1 LSM3 CCNB2 PRDX2
FEVR_CTNNB1_TARGETS_DN	1.07483554532949e-09	3.55555598394994e-07	0.788186810800237	-0.59297410284411	-1.99982611209506	487	CENPH AURKB E2F1 POLE2 MCM7 HELLS EZH2 CDT1 RRM2 TYMS SLC40A1 CENPW DIAPH3 EIF3A MCM4 LIG1 RFC2 POLA1 SNRPD1 H2AZ1 NAP1L1 RPL12 IMPDH2 HMGB1 POLD2 RAD51 MBNL3 TMPO RPL3 FBL SRSF2 HMGB2 RPL32 UNG SSRP1 HMGB3 PA2G4 TUBB HADH CENPK MSH6 MYB SF3A3 NASP DNMT1 PIK3R1 STMN1 RPS24 MCM6 PSMB7 SLC25A5 TIMELESS CTPS1 PCNA RRM1 SMC1A PAICS USP1 PCLAF SLC4A7 THOC1 LSM5 DEK DTYMK NCAPD2 WDR12 SRSF1 NOLC1 MTHFD1 EEF1D RUVBL1 MSI2 FEN1 NMRAL1 XPO1 BRCA1 NOP58 NCL BIRC5 DDX21 PRIM2 TAF9 CDC6 CCT2 EIF3E HNRNPAB WEE1 SRSF7 TRIM28 DHFR GMPS PABPC1 ILF3 CCT4 NACA CTBP2 CDCA4 IVD DSCC1 COQ8A SPAG5 SRSF3 CBFB RACGAP1 HMGN1 GLRX3 RPGR RFC4 PDS5B NRM CKAP2 HMGN5 MRPL3 HMGN2 PHGDH CHTF18 CDK1 GART KNTC1 PRIM1 ORC6 HPF1 MSH3 NAA15 USP14 PPP2CA MCM5 BTF3 AKR1B1 NUP210 TCP1 RFC3 MCM2 NOTCH2 CTCF ALG6 PRPS2 PNN SP3 CDC20 TRIM37 CCT5 CCP110 PPAT ATP5PF MELK APEX1 NSMCE4A MOGS SSB EIF3L HDAC2 ASF1B CMSS1 CENPP RB1CC1 ARHGAP5 ANAPC5 CFAP20 CBLL1 KPNA2 EIF3F CDC7 ADSL TCF19 SGPP1 SET SRRM1 BRCA2 PSMC3IP ICE1 CCNA2 CD2AP STRAP CAPRIN2 HAUS6 TTK BUB1 CENPE RAD51AP1 SP1 EXO1 C5orf24 EIF2A SLC19A1 H2BC18 ZNF207 EIF4A1 MSH2 RAD54L CCNB2 SHCBP1
REACTOME_SIGNALING_BY_ROBO_RECEPTORS	2.0232890247257e-09	6.37432389885013e-07	0.774939030136436	-0.746914854232176	-2.27824131794072	187	RPL22L1 RPS14 RPL26 RPL37A RPL12 RPS12 RPS20 RPL23 RPL21 RPS10 RPLP1 RPL35 RPL31 RPS25 RPL41 RPS6 RPL17 RPL7A RPS17 RPL13 RPL3 RPS23 RPS2 RPL27A RPL32 RPLP2 RPL38 RPL36A RPLP0 RPS16 RPS29 RPL39 CLASP2 RPL34 RPL7 RPL37 RPL27 RPS24 RPS15A PSMB7 RPL36 RPS7 RPL14 RPL23A RPL10A RPL15 RPS8 RPS21 RPS9 PSMB3 RPS27 RPL10 RPS3A RPS15 RPL6 RPL8 RPSA ELOB RPS13 RPL19 RPL9 RPL13A PSME2 RPL18 RPL5 RPS3 RPL29 RPS27A SOS1 MAGOHB RPL22 RPL11 RPL28 RPL4 RPS11 PABPC1 PSMB4 RPL18A RPL24 RPL35A RPS18 PSME1 RPS28 ETF1 RPS4X RPS5
BERENJENO_TRANSFORMED_BY_RHOA_UP	2.25739062933433e-09	6.78858927439815e-07	0.774939030136436	-0.582726149516247	-1.96705039639919	495	EREG AURKB E2F1 POLE2 MCM7 HELLS EZH2 TYMS DNPH1 DIAPH3 MCM4 UHRF1 LIG1 POLA1 SNRPD1 H2AZ1 TP53 EBNA1BP2 YBX3 CSE1L RNASEH2C GGCT TCERG1 RAD51 RNASEH2A RBL1 ALYREF TMPO FBL HMGB2 RPL32 PPA1 NPM1 SSRP1 HMGB3 TFDP1 PA2G4 PPRC1 SF3A3 NASP DNMT1 STMN1 TXN TIMELESS CTPS1 PCNA RRM1 HPRT1 HSPD1 CKS2 NOP16 MRPS25 PPP1R14B USP1 PSMB3 CYCS NDUFAF4 PCLAF DEK AHCY DTYMK CCT7 TPGS2 CDC45 DTL RCL1 SRSF1 EIF3B NHP2 LSM4 GSTO1 SUZ12 FEN1 IPO5 MYBL2 RANBP1 XPO1 RCC1 RAN BRCA1 PTTG1 NOP58 SRM MAD2L1 SF3B5 BIRC5 DDX21 DNAJC2 PRIM2 TTC27 MYC CDC6 UCK2 HSPA4 LRRC59 ESD ALCAM IPO7 TSR1 CACYBP DHFR RUVBL2 EIF6 MRTO4 CDCA4 ANLN TIMM23 POLR3K RACGAP1 UBA2 RFC4 CKAP2 HMGN5 SMC4 CDK1 NME1 GART ETF1 PRIM1 PUM3 ORC6 HPF1 CCNB1 VRK1 ASPM NAA15 GMNN USP14 C9orf40 MCM5 SINHCAF CKS1B RFC3 MCM2 RPF2 ACOT7 TFRC TMEM97 SNRPD2 PHF5A CSNK2A2 CDC20 ACTN1 ZNRF2 CDCA5 NUDCD2 GTSE1 NUP93 FHL1 GAR1 HSP90AA1 NSMCE4A EZR DNA2 HARS1 NEDD4L TXNRD1 FAM162A LSM8 ASF1B KIF11 DNAJC21 UTP18 ANAPC15 PTCD3 TPI1 IFRD2 SMC2 RSL1D1 KPNA2 TALDO1 KPNB1 RFC5 KIF4A PBX3 CDC7 DCTPP1 POLR1E BUB3 ODC1 TCF19 CDCA8 NUP54 WDR43 CCNA2 SOD2 HAUS6 CIB1 TTK AK4 MCM10 BUB1 RAD51AP1 RRP12
