gene	baseMean	log2FoldChange	lfcSE	pvalue	padj
DPF3	    145.50412306582976	-3.5944024759775476952	0.797547925737534	0.00000003049824476950723556954	0.000006597930136051143020
SMIM3	    220.82745009800712	 2.0050114496849116286	0.402554251508836	0.00000003124780224898051672129	0.000006666197813115843850
TNXB	    160.92327285876431	-2.7623131309611572703	0.587386493650653	0.00000003190204982610811246471	0.000006712540894918090548
NCEH1	    436.22173119223061	-2.2334135299629327420	0.464518300800204	0.00000003338480016697340122375	0.000006929601764387992493
GPX7	    196.49290230459653	 1.8507171257166092904	0.371774613276304	0.00000003496809848851437135611	0.000007067236747152378122
SPINK2	   2032.80243570492348	 2.8227420075081681716	0.627632392065661	0.00000003484218760916945143416	0.000007067236747152378122
SLC6A8	    483.12869841552532	-4.3140392223434060881	1.241713080313238	0.00000003672550439073727942744	0.000007326022694048371705
AL138720.1	     72.90113920892436	-2.9980766306023722834	0.653315270826948	0.00000004306986843290785760808	0.000008481451014480317227
GPR155	     74.91023617624711	-2.4532080515531973219	0.510376019593877	0.00000004508517739608440162329	0.000008765928162074131995
RTN1	    312.59491716311987	-3.2950553371861861507	0.738019782001137	0.00000004721927176386223741124	0.000009066100178661550430
NBL1	    130.73763817628665	 2.2807010222956924927	0.465751925498010	0.00000005030258487566798486275	0.000009538860539385928919
ITM2C	   1563.17368557208079	 2.3233205721309220237	0.499493430286977	0.00000005270120469417410800852	0.000009752897639789329516
EDIL3	     26.16760008348996	-3.9831752387674197458	0.887279683426452	0.00000005211105338372619061889	0.000009752897639789329516
TET3	    666.92089378199228	-1.5027548961982115650	0.305341526741449	0.00000005742963414287948412415	0.000010377872710995635232
GYPB	   2719.26036871240922	-4.0667821757394344573	1.308183021542973	0.00000005699068517084459274627	0.000010377872710995635232
PTPRJ	    658.62916866384342	-1.9891524141323482233	0.417520320402679	0.00000006418525691936411237433	0.000011463785421877125266
AC022034.3	     11.72236666282595	-5.1071779963745171926	1.115853378244956	0.00000006857847891853279220906	0.000012107648691823721373
PIP4K2A	   1643.62047703128223	-1.7909309455745883177	0.375908705674422	0.00000007352752500050759027651	0.000012833895272815868763
H3C2	    941.96416109177790	-1.5923600117409288934	0.331608112248287	0.00000008352969799242214931921	0.000014415911923186564578
WWC3	    183.76058496128556	-1.9500030918351884957	0.412157894761367	0.00000008452088211414694252695	0.000014424750375933426523
PLTP	    166.16720027504610	 1.9165092579467746248	0.399107505113277	0.00000008545913308658475724050	0.000014424750375933426523
FAM30A	   1361.56851736380190	 2.0030232545953690071	0.429777222416942	0.00000009359132160227756972401	0.000015625681519684603093
PFKP	    322.37214740513696	 1.4263077557955552432	0.293043065572890	0.00000009526975549660432953716	0.000015734875746535939567
NFIA	   1523.74490497466286	-2.6587300785849987683	0.614474833653134	0.00000009817470105462335941207	0.000016042163917010796904
THEM5	     36.15692596246100	-4.1548762086596564558	0.961417583722751	0.00000011167256486197330162370	0.000018055690487156945560
PTGER2	    335.48691527390076	 1.9108597008352972146	0.411960750232595	0.00000014013436656056320849651	0.000022421498649690113359
GAMT	    270.11311385481281	 1.9335653828389700593	0.416935769093549	0.00000014345336004759582995151	0.000022715913508567752566
FAM216A	    282.20002767709775	 1.7776809141049323415	0.380483953283414	0.00000014960807397046899282589	0.000023448775675371467806
SLC25A21	    183.91789639620239	-4.0945413210138426052	1.348908528564306	0.00000015171973332692705235261	0.000023539546504056560439
BPGM	    747.75790484698643	-3.1899616487793900355	0.831117223202143	0.00000016328647975403332312162	0.000025080803290219519109
CDH1	    176.30725996409490	-3.8033860798980030360	1.036024115574340	0.00000016800677004752846425942	0.000025550336514158784033
SPECC1	   1232.89644325056997	-2.4017421338924589413	0.555395538844438	0.00000017801710443737467899680	0.000026807281609392895029
CLCN5	    152.09213043959278	-1.9463617273984821221	0.424029387220063	0.00000018137279945535279361637	0.000027047438831400180236
YES1	    269.05200091126255	 1.8606559994719185092	0.405692279265345	0.00000020055678918437968622944	0.000029620695018000688993
SPTB	   1130.82290329232364	-4.1796376733415678828	1.325919335429695	0.00000021155493359406135552149	0.000030947464571474118293
CCDC26	    797.99512498467800	-2.3180743020293825829	0.536678451413260	0.00000022657226039524080888371	0.000032831603015763195818
MEST	    412.75507287803771	 1.9921500839015771067	0.440826527454223	0.00000023221365210602030714886	0.000033334595292976367681
SEC14L3	     17.11651567595795	-4.3021844782841363042	0.996911530881961	0.00000023476842455824527391180	0.000033389287048283771537
NPL	    538.15531052355607	-3.1635410310910696552	0.822675829853611	0.00000025003872632136580085442	0.000034914498511783439657
GNAI1	    334.01955544584416	 1.6630005431576617703	0.357289785392508	0.00000024784611092061031528911	0.000034914498511783439657
ACSBG1	    706.64793826888092	-3.4903355588805760057	0.917266437181213	0.00000025425354520907646306297	0.000035183193282985718168
ACSL6	    125.92434372904296	-4.5535325361875793604	1.482025084707584	0.00000026717382083884617819940	0.000036640981143613187733
RORA	    201.99428574816142	-2.3377387595195271430	0.540043276172214	0.00000028030898319762079710742	0.000037806181794866443183
CBX2	    165.75808854030106	 1.9607276409252671900	0.434233603589886	0.00000028059275550877440417468	0.000037806181794866443183
ABCG2	    146.32443602276632	-2.5941880638905128187	0.611520329044917	0.00000028338640253544708295016	0.000037850566460386672726
CTTN	     81.14838203865716	-3.4720878301271511646	0.884435310957204	0.00000031111486946132047209107	0.000041195899956257608975
PRDX2	   8957.58136710449253	-2.4577809779367369991	0.593001012452719	0.00000032041651604673982827723	0.000042064937491264302186
TRH	     59.88885975690596	 3.3522855898490377946	0.759139404250824	0.00000034312017494611543410823	0.000044314151876343542522
MZB1	    276.74476900647130	 2.5322820575972011525	0.596015762345687	0.00000034331927560448447745038	0.000044314151876343542522
ACKR1	    254.71361290024271	-3.7007815364577258954	1.108410746847420	0.00000036991413861333214711658	0.000046957695612403159684
SMILR	     39.49580803535673	-4.5545911139458201689	1.092259400799321	0.00000036775372239934394941280	0.000046957695612403159684
IQSEC1	    585.03602631238516	-1.9960268610570346404	0.460322483316690	0.00000038053726249352190600262	0.000047910265179512267087
SLC22A23	    373.86676662378699	-3.5019849303986614331	0.950247584178817	0.00000038936695591685796664002	0.000048623385714495430247
ABLIM1	    266.65872714658582	 1.6892157359008881379	0.376470194168333	0.00000040936804711804306914944	0.000050708816159138241303
ABALON	     82.25026048771289	-2.4818457829197964060	0.586796767508226	0.00000042021662270036772536815	0.000051636218597421182027
SEC14L4	     66.04612913053010	-3.8842716739383900126	1.086813204834077	0.00000043349990402938789394092	0.000052845702586439662876
MDK	    439.41129677994149	 2.7756116846396952091	0.632548351732761	0.00000043934583852678722370449	0.000053136630549381508076
LBH	    360.43019499832690	-2.2372687271931512853	0.531433706448497	0.00000047603237719460163905347	0.000057123885263352195416
CPEB4	    787.00812985594587	-2.5584680888295761036	0.648595357165522	0.00000048823488946267149649386	0.000058134014745322743108
TMCC2	    569.97662766890619	-3.3072629672299473924	1.005581039779515	0.00000050489168495064883080537	0.000059654894468015126521
SLFN14	    114.53047747236639	-3.5978361804369707322	1.043375738010005	0.00000058419364061799975238875	0.000068497819235820422154
C2CD5	    275.12660437076778	-1.4251312603856496342	0.318383231980527	0.00000060807048212948636958970	0.000070757292465976594502
SLC36A1	    162.97402746960677	-2.1850659846156395005	0.518707454864947	0.00000066164916488856041533473	0.000076413016336002159961
KDM7A-DT	     88.26456657253107	-3.1519838579995340666	0.822012913848596	0.00000067704674780764347639223	0.000077132146348316717979
RXRA	    802.58639112558376	-1.6460339072189402732	0.379103344216908	0.00000067791925501450244382034	0.000077132146348316717979
FRMD4A	    215.49072832867571	-1.6923635690849143653	0.390311213234977	0.00000068583018522634062732823	0.000077458467978504353204
MPG	   1034.70446047390988	 1.5382514170245811247	0.350706960846730	0.00000069519303022177731285041	0.000077942809811726282811
ESPN	    557.47159270554960	-3.9815871842186414398	1.450555485970281	0.00000070250831194012866723960	0.000078192229502901274799
AL009031.1	     47.62054520980495	-2.4772294524134630400	0.587300285555331	0.00000072505532459194832717005	0.000080121221480088677968
MEG3	     89.25045351107261	 2.8766666086288652515	0.655818498891252	0.00000075757516866216110428467	0.000083116818504648534520
LINC01133	    123.42436746021991	-3.4293508534903960339	1.031730184283734	0.00000077947890751272401964854	0.000083144416801357237798
FAXDC2	    270.73699126234561	-2.7663262067077565298	0.735956241250425	0.00000076811059655699722462053	0.000083144416801357237798
AP000919.2	     41.74779002428085	-2.3139642581487023243	0.542138023817202	0.00000077804596289783721456000	0.000083144416801357237798
DNMT3B	    195.24024284081145	 1.6584990066810383347	0.376395104360882	0.00000077094107706348462564962	0.000083144416801357237798
SLC5A4-AS1	    273.04569833471459	-3.7823003403985646642	1.127087601206383	0.00000079923676643707765319052	0.000084663977465334569776
CD4	    337.16195944895753	-2.6907846153913408394	0.714148929498347	0.00000083761989214405466591662	0.000087522731587297137559
OSBP2	    997.79033296255238	-2.7231928502176896423	0.725408241417568	0.00000083623324402934241853625	0.000087522731587297137559
HK1	   1075.17624451293887	-1.3525089678060506770	0.308632420513708	0.00000085106234566103402318257	0.000088326470468604620194
HAGH	   1429.86247371948161	-2.3010415792145950675	0.582521613886210	0.00000086299460876152599057116	0.000088370647937180264145
G6PC3	    281.42444507694347	 1.3331233697241984260	0.301208806885289	0.00000085877028673952915170480	0.000088370647937180264145
TMPRSS4	     15.68129046785349	-3.6474349233576268681	0.864938918823784	0.00000090034291610610666966089	0.000091584550936356278676
CR1L	   1040.09679892395252	-3.6281009776645283260	1.245216790597315	0.00000097416867777964164197546	0.000098329363861300762839
JAZF1	   1640.25499820684990	-3.4586601961748533185	1.075375330953588	0.00000097945264783717556734228	0.000098329363861300762839
TNS1	    686.94821802338254	-2.5128580509646463170	0.660238113684796	0.00000099623520944327014609541	0.000099364758552263827735
SLC25A37	  12723.27047233170742	-3.2915623245828480314	1.194423136943725	0.00000101067509981969591593423	0.000100154642149874375384
RABGAP1L	   1804.91852315149731	-1.1659379762398289770	0.264307443236941	0.00000103774103828292830768091	0.000102177579154011404687
FAM13A	    768.69709290933861	-1.1658782891359960043	0.264608152607369	0.00000107529809246963187313833	0.000104535308229959162567
GUCY1A1	    526.74228403510210	 1.8925607862455882113	0.454272929929385	0.00000107480849476005681527961	0.000104535308229959162567
PODXL2	     96.52563903886785	 1.8543266376565943343	0.433299020195007	0.00000109421063392991657258412	0.000105044220857271997744
SLC5A4	     42.53322675182199	-3.4853176978478543901	0.838969772977325	0.00000109353144503816902467937	0.000105044220857271997744
RNF182	     41.25753595310150	-3.8264245196947799244	1.104470835700707	0.00000111115724843971002444337	0.000106008542459838162649
CD200	    215.77919815763747	 2.3653396062402958222	0.598046268498261	0.00000115203534600477053261838	0.000108559895181799227152
AC069410.1	    225.02436900151204	-3.2587159979192157344	1.033145635139337	0.00000114618211603744548362312	0.000108559895181799227152
DUSP2	    333.49416623181014	 1.9015908341023091133	0.458520161726959	0.00000116500502799999861456496	0.000109112666037073036346
TANGO2	    937.06766801456672	-1.9456187344151925078	0.479793092174629	0.00000121234493268861911084917	0.000112858291915740545147
AGTR1	     60.29863945267959	-3.1798700780511475195	0.837419401354264	0.00000123982091402705934170150	0.000114720778550937544966
PHGDH	    328.40761612002291	 1.9204746860102352990	0.466142156149426	0.00000125759339640758506510983	0.000115668470471979087768
MICAL2	    775.45489730161682	-2.2499169661770590523	0.574263533606281	0.00000127633667076163974077763	0.000116552358750051534664
PLEK2	    153.31962805213942	-3.4397342493238509675	0.976852303586748	0.00000128237946801814519432632	0.000116552358750051534664
EVA1B	    384.12850681845759	 2.1629923929662839832	0.543203846565264	0.00000134139718674623236428453	0.000119373090785837327344
LRRC70	     56.58179293573995	 2.6361663977441187612	0.632818157335234	0.00000134450160846027718595770	0.000119373090785837327344
CDYL	    860.29911116786388	-1.3420815461020245696	0.313156054085184	0.00000133274900925601652680933	0.000119373090785837327344
ACY3	    134.46683825891125	 2.2510632144110602759	0.530383118880132	0.00000132479292639928325080352	0.000119373090785837327344
E2F2	    253.49448051327334	-2.5679502504327449408	0.676773783191709	0.00000140951079086953118160545	0.000122316868631389824573
PAK1	    826.11491390564447	-1.3926798690692188121	0.326712200754896	0.00000138867428870792519983045	0.000122316868631389824573
PLPP4	     30.53404716552352	-3.3847446246544108384	0.852579479618602	0.00000139519158008035288274227	0.000122316868631389824573
AP000311.1	     41.10743226090484	-2.2184762144203169498	0.534075634846970	0.00000140886524664745282289389	0.000122316868631389824573
SVOPL	     54.28182894992948	 2.1946769539242727554	0.518158739348462	0.00000142016107324812168611618	0.000122548730815118809070
PAQR9-AS1	     26.63487881973736	-4.1796057702736293393	1.196033146604957	0.00000147788442671279464707868	0.000126817345219600697377
EPB41	   2204.03312543183119	-1.6587574668898390495	0.400781188366809	0.00000150816845342900824930685	0.000128697041359275370608
PCSK1N	    146.55098093919040	-3.1502709293656940837	0.876973486589794	0.00000154035319029078802881912	0.000130242738024677508343
DEFA4	     46.88222097697130	 7.8794898013797025627	2.992922729996543	0.00000155172012099713463614641	0.000130242738024677508343
HBD	  26612.13700539581259	-3.4487570473873088162	1.835470021625783	0.00000154888158044532756934468	0.000130242738024677508343
GAB1	    490.21853240198533	-1.8834514756829774385	0.467010671131264	0.00000156353143350984409523533	0.000130520884884300020570
CFI	     33.07058255970366	 4.1404571485382692941	1.060099801450355	0.00000159255837606411679395881	0.000132225387331593694125
GCNT2	    310.26041599063478	-1.7084369812384618825	0.412440557263186	0.00000165221541119312153708047	0.000136325908782127262677
TMEM86B	    179.16412005032910	-2.5339474755577127141	0.683047838997750	0.00000165969693634490871416483	0.000136325908782127262677
RBM38	   2584.28365439958998	-3.0260129325508575704	0.943729057125306	0.00000168775000723357355141712	0.000137892766548445162280
ADD2	    516.58279926901150	-3.6945977102854556939	1.239758087410013	0.00000172216172793056498237587	0.000139959810269912573229
SPRY1	    171.11093894402541	 2.2155037314100343160	0.557448569504398	0.00000182653169566074212475841	0.000147511964285887810580
SNX22	    239.23691026566667	-2.5765751815823585424	0.696356344228701	0.00000183429591006540168419514	0.000147511964285887810580
BAALC	    493.87540700653858	 2.3766152328920346903	0.622294561973377	0.00000185121520096703489201111	0.000148097216077362791361
INKA1	    300.96840430116515	 1.7586866243589551750	0.430820181696203	0.00000188035991775666702639812	0.000149520030497703664907
KDM7A	    343.21551911339662	-2.2715842762565428004	0.596297294742191	0.00000189820351217787832016329	0.000149520030497703664907
AC006547.1	     21.63354575450172	-2.4046666054087708631	0.582794654024226	0.00000189476563762898572346768	0.000149520030497703664907
GATA2	   1071.02226381598348	 1.8661444581775465945	0.466460088049589	0.00000190964521677545190093397	0.000149653829233015016071
KRT1	     40.62514949261108	-3.5425989389444922928	1.050851641101036	0.00000193405231331102494952263	0.000150035573396249205741
FAM210B	   1555.98094308513964	-2.8532960108831497692	0.878040012498674	0.00000192565712548922320120743	0.000150035573396249205741
ELL2	    478.12875779712510	-1.8219334212263940120	0.455839645195152	0.00000200418150955981716262598	0.000154413196583311912186
TMIGD2	    237.23654382600171	 2.1866630079454623115	0.562828665178250	0.00000201058849717854052325887	0.000154413196583311912186
LTC4S	    213.27882103134070	 2.0155551778673950203	0.504745162432567	0.00000205026320967568997176542	0.000155901202478309872405
ANK1	   3069.55184249597278	-3.3571892138129144634	1.476815370964981	0.00000204908551712294585686928	0.000155901202478309872405
MARCHF8	    897.22353722723687	-2.2191982713958848805	0.595659405992692	0.00000221942138192381588609526	0.000167932573528816836373
INHBA	    133.98553070719717	 3.0405981786115039434	0.782607487454007	0.00000232944918093370197464758	0.000175393820682066988153
EPS8L2	     66.49790917410442	 1.9094481352385230810	0.461404384219994	0.00000240020823707602801733445	0.000179839992787745320746
GALNT5	     72.94037137907561	-3.6703734982606071036	1.139423852493210	0.00000244459053644117693882476	0.000182276265241439205684
CERCAM	     83.09309278104155	 2.4800665091052986888	0.628961616455164	0.00000245777596455528605373653	0.000182374100558305293415
SGMS1	    958.87849022333899	-1.6249784748407309909	0.405290176622340	0.00000249203191945072897645389	0.000184026972513284586743
C1QTNF4	   1418.79550110028595	 2.7962686171125179513	0.843339487979354	0.00000255253649673762631386298	0.000187593112870286797718
COL5A1	    136.17318937558349	 2.4156339335313083971	0.625783337848176	0.00000259025788401553342825195	0.000189458862373707587895
IL1R1	     86.06213255373994	-2.8698694124957508933	0.787862969317785	0.00000267580255779514130322805	0.000194788280984518332806
HYAL3	    129.80667853917885	 1.6784921433164594617	0.411430054178913	0.00000271603666848312974940152	0.000195449127624225686608
RUBCNL	     25.97237507824397	-2.7034922316155864941	0.688959430089331	0.00000272305425205626955046322	0.000195449127624225686608
ANKRD9	    806.25567396284055	-2.5958427039559111016	0.753356150837496	0.00000271984343228292148824223	0.000195449127624225686608
CPB1	     82.78621155907211	-3.0967984006899160754	0.945939954213598	0.00000296434908691909354544599	0.000211778613837568723899
AATBC	     41.61104113573793	-2.7100768923553171241	0.699831991510361	0.00000300026037802830397151839	0.000213351849104234946074
AC244502.1	    153.14734042429419	 2.3799033760910854873	0.623188724709882	0.00000311753294114794041077795	0.000219512030225091684353
NYNRIN	     85.98404542139366	 1.9185400286557490190	0.479966107991542	0.00000311711857629577694211694	0.000219512030225091684353
AC018761.2	     29.21461279628016	-3.0636338249725336702	0.780922181154371	0.00000312976136844369039080485	0.000219512030225091684353
TGM2	    162.23161998713022	-3.0173782495377308166	0.888066450109589	0.00000317857543982803346569702	0.000221922357980720852400
AC092802.2	     63.55226644353823	-3.2097009457236005403	0.964710350986261	0.00000325773184126234129423527	0.000224389063147038402436
SERPINE1	     32.20882543302052	 3.8067143236944174234	0.938682115670256	0.00000325398175086441763053887	0.000224389063147038402436
KCNK13	     25.07562262478007	-3.5273658708837274389	0.895842006791329	0.00000323428180783832318968872	0.000224389063147038402436
PRSS2	    617.90981981714594	 3.1997369077685102745	1.058704476280768	0.00000331535893487174847574749	0.000227338898391205609766
TBXA2R	     60.01366581489784	 2.2110551378672016476	0.547388232274668	0.00000333034022484491697344814	0.000227351226016079670808
DDI2	    445.07664637571463	-2.0183643755783404750	0.537493171484161	0.00000338722449445556488063411	0.000228565168095778200458
OTUD7B	     72.75527189478241	-2.9304591127737849021	0.824528862150189	0.00000336654241859056768118239	0.000228565168095778200458
EHBP1L1	   1015.81048977978958	-1.5516893714225126200	0.390536174278046	0.00000339395843308721338946318	0.000228565168095778200458
CDC42EP1	     54.83613562775172	-3.4205183814727084801	1.107313746788205	0.00000340764475871960969199578	0.000228565168095778200458
ARMH1	   1855.19169362921048	 1.8730692577215082295	0.491415916328185	0.00000344346897766081715236658	0.000229963841290739784244
ANKH	    395.58311741491991	-3.1844591340151451320	1.134626585802578	0.00000347834379649389798582555	0.000231287275818815022581
CHST12	    606.47441267435374	 1.1355841667898003422	0.273261210061645	0.00000352013496071655445902957	0.000233057211192268454647
CAPRIN2	    215.49840966506071	-2.4958795410207033072	0.697805355040659	0.00000363753323434519215128793	0.000239796182315631524039
MARK3	   1302.27557431394143	-1.1824519602006828833	0.288834745819667	0.00000369513156604003113869642	0.000242552225873396881716
FUT1	     55.31191987036762	-3.1841688279973188180	0.945138945760914	0.00000373353107387368047379353	0.000244029945934892445207
CPOX	    932.96492821805543	-2.4902145914741438126	0.736104068349993	0.00000384350665097689401166836	0.000250153653216123256567
CAMKMT	    709.60915709849769	-1.0846096145852568426	0.262006914739085	0.00000394292739576911643477114	0.000255340879369748681525
MGAT3	     98.15929903141078	-3.1250355377305316651	0.978061275027141	0.00000395645372981772085825471	0.000255340879369748681525
CLNK	    104.55812468053260	 2.0162438678337366582	0.517642269691109	0.00000397393008444167563920609	0.000255395674046126101246
ANKRD28	   1318.95465407417350	 1.6289807478578472999	0.417610934102877	0.00000405010007993427178710341	0.000259206405115793394375
