ID	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	celltype
REACTOME_ALPHA_PROTEIN_KINASE_1_SIGNALING_PATHWAY	11	-0.942942330744485	-1.66964097236919	0.00984098914459183	0.606515699385107	0.606515699385107	137	tags=18%, list=1%, signal=18%	CD4 Memory
REACTOME_HIV_TRANSCRIPTION_ELONGATION	42	0.997943259047838	2.01634541034047	0.0574106016878885	0.703021813087853	0.703021813087853	14	tags=2%, list=0%, signal=2%	CD4 Memory
REACTOME_COMPLEX_I_BIOGENESIS	51	0.996068035914482	2.0129297742049	0.062111801242236	0.703021813087853	0.703021813087853	13	tags=2%, list=0%, signal=2%	CD4 Memory
REACTOME_SIGNALING_BY_CSF3_G_CSF	28	0.994771448182701	2.00889916994968	0.0207032990354098	0.703021813087853	0.703021813087853	14	tags=4%, list=0%, signal=4%	CD4 Memory
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DNA_REPAIR_GENES	61	0.997411594618789	2.00861998332612	0.0732217573221757	0.703021813087853	0.703021813087853	14	tags=2%, list=0%, signal=2%	CD4 Memory
REACTOME_FORMATION_OF_RNA_POL_II_ELONGATION_COMPLEX	56	0.997555269237997	2.00790614583733	0.0720338983050847	0.703021813087853	0.703021813087853	14	tags=2%, list=0%, signal=2%	CD4 Memory
REACTOME_METALLOPROTEASE_DUBS	32	0.999218579817971	1.99941593830228	0.0255987980940073	0.703021813087853	0.703021813087853	4	tags=3%, list=0%, signal=3%	CD4 Memory
REACTOME_HIV_ELONGATION_ARREST_AND_RECOVERY	32	0.99813902829271	1.99725577778343	0.0301973338022249	0.703021813087853	0.703021813087853	14	tags=3%, list=0%, signal=3%	CD4 Memory
REACTOME_INACTIVATION_OF_CSF3_G_CSF_SIGNALING	23	0.995016449877655	1.98182728625289	0.0188157427585717	0.703021813087853	0.703021813087853	14	tags=4%, list=0%, signal=4%	CD4 Memory
REACTOME_TRANSCRIPTION_OF_THE_HIV_GENOME	68	0.997219569776525	1.97799895046806	0.0849256900212314	0.703021813087853	0.703021813087853	14	tags=1%, list=0%, signal=1%	CD4 Memory
REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_TERMINATION	22	0.999610032613179	1.97735471439385	0.0122789109973207	0.703021813087853	0.703021813087853	6	tags=5%, list=0%, signal=5%	CD4 Memory
REACTOME_RMTS_METHYLATE_HISTONE_ARGININES	69	0.999505902515457	1.97315059983634	0.0547368421052632	0.703021813087853	0.703021813087853	4	tags=1%, list=0%, signal=1%	CD4 Memory
REACTOME_MEIOTIC_SYNAPSIS	69	0.998608155008916	1.97137833313279	0.0821052631578947	0.703021813087853	0.703021813087853	11	tags=1%, list=0%, signal=1%	CD4 Memory
REACTOME_ACTIVATION_OF_NMDA_RECEPTORS_AND_POSTSYNAPTIC_EVENTS	79	0.999721758538317	1.95962695006343	0.0223180119626456	0.703021813087853	0.703021813087853	2	tags=1%, list=0%, signal=1%	CD4 Memory
REACTOME_EPH_EPHRIN_MEDIATED_REPULSION_OF_CELLS	42	-0.999351048245412	-1.95447327939485	0.015159207841094	0.703021813087853	0.703021813087853	7	tags=5%, list=0%, signal=5%	CD4 Memory
REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES	38	-0.999757793342309	-1.94913230533513	0.0158940858780413	0.703021813087853	0.703021813087853	5	tags=5%, list=0%, signal=5%	CD4 Memory
REACTOME_RNA_POLYMERASE_II_TRANSCRIBES_SNRNA_GENES	74	0.997946931771522	1.94899367159559	0.098326359832636	0.703021813087853	0.703021813087853	10	tags=1%, list=0%, signal=1%	CD4 Memory
REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS	30	-0.999179764645484	-1.94820042720226	0.0492424242424242	0.703021813087853	0.703021813087853	12	tags=7%, list=0%, signal=7%	CD4 Memory
REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE	31	-0.99901788557141	-1.94693408526171	0.0576923076923077	0.703021813087853	0.703021813087853	7	tags=6%, list=0%, signal=6%	CD4 Memory
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_DEATH_GENES	43	-0.999128688235703	-1.94617598361763	0.058027079303675	0.703021813087853	0.703021813087853	12	tags=5%, list=0%, signal=5%	CD4 Memory
REACTOME_HDACS_DEACETYLATE_HISTONES	83	0.999495457159868	1.94485542633406	0.0582120582120582	0.703021813087853	0.703021813087853	4	tags=1%, list=0%, signal=1%	CD4 Memory
REACTOME_ANCHORING_OF_THE_BASAL_BODY_TO_THE_PLASMA_MEMBRANE	96	0.99899751839343	1.94334734997362	0.0833333333333333	0.703021813087853	0.703021813087853	8	tags=1%, list=0%, signal=1%	CD4 Memory
REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS	55	-0.998988682439131	-1.94232956400796	0.0675422138836773	0.703021813087853	0.703021813087853	12	tags=4%, list=0%, signal=4%	CD4 Memory
REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS	55	-0.997902645590354	-1.94021798705412	0.116322701688555	0.703021813087853	0.703021813087853	21	tags=5%, list=0%, signal=5%	CD4 Memory
REACTOME_UCH_PROTEINASES	95	0.998860171957736	1.93805385103123	0.0896130346232179	0.703021813087853	0.703021813087853	4	tags=1%, list=0%, signal=1%	CD4 Memory
REACTOME_NGF_STIMULATED_TRANSCRIPTION	36	-0.998772524775551	-1.93774579941013	0.0705882352941176	0.703021813087853	0.703021813087853	15	tags=6%, list=0%, signal=6%	CD4 Memory
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT	93	0.994420452465747	1.93377470431951	0.128309572301426	0.703021813087853	0.703021813087853	13	tags=1%, list=0%, signal=1%	CD4 Memory
REACTOME_MEIOSIS	103	0.998277404083087	1.93269068643433	0.098989898989899	0.703021813087853	0.703021813087853	11	tags=1%, list=0%, signal=1%	CD4 Memory
REACTOME_REPRODUCTION	117	0.99817779786415	1.93246019102926	0.106	0.703021813087853	0.703021813087853	11	tags=1%, list=0%, signal=1%	CD4 Memory
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_GENES	47	-0.998644041849411	-1.93149630272004	0.0847784200385356	0.703021813087853	0.703021813087853	16	tags=4%, list=0%, signal=4%	CD4 Memory
REACTOME_HCMV_LATE_EVENTS	104	0.99934704313128	1.93119437224267	0.0709939148073022	0.703021813087853	0.703021813087853	4	tags=1%, list=0%, signal=1%	CD4 Memory
REACTOME_DAP12_INTERACTIONS	35	-0.999330828631786	-1.92979818402142	0.024537987916114	0.703021813087853	0.703021813087853	7	tags=6%, list=0%, signal=6%	CD4 Memory
REACTOME_NRAGE_SIGNALS_DEATH_THROUGH_JNK	56	-0.999298938433043	-1.9269623775809	0.0246993129603077	0.703021813087853	0.703021813087853	7	tags=4%, list=0%, signal=4%	CD4 Memory
REACTOME_FOXO_MEDIATED_TRANSCRIPTION	56	-0.999065615247332	-1.9265124571583	0.0641509433962264	0.703021813087853	0.703021813087853	17	tags=7%, list=0%, signal=7%	CD4 Memory
REACTOME_FCERI_MEDIATED_MAPK_ACTIVATION	60	-0.999418419300737	-1.92111845664681	0.0329331798402413	0.703021813087853	0.703021813087853	7	tags=3%, list=0%, signal=3%	CD4 Memory
REACTOME_FCERI_MEDIATED_CA_2_MOBILIZATION	60	-0.999416021328401	-1.92111384717712	0.0329331798402413	0.703021813087853	0.703021813087853	7	tags=3%, list=0%, signal=3%	CD4 Memory
REACTOME_HCMV_EARLY_EVENTS	122	0.999333673021669	1.91957380143499	0.0707070707070707	0.703021813087853	0.703021813087853	4	tags=1%, list=0%, signal=1%	CD4 Memory
REACTOME_RHOG_GTPASE_CYCLE	70	-0.99880729572264	-1.91661769757302	0.100569259962049	0.703021813087853	0.703021813087853	7	tags=3%, list=0%, signal=3%	CD4 Memory
REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION	58	-0.998644623295348	-1.91554001462679	0.0940499040307102	0.703021813087853	0.703021813087853	15	tags=3%, list=0%, signal=3%	CD4 Memory
REACTOME_G_ALPHA_12_13_SIGNALLING_EVENTS	71	-0.999265624037682	-1.91464082645709	0.0476190476190476	0.703021813087853	0.703021813087853	7	tags=3%, list=0%, signal=3%	CD4 Memory
REACTOME_NICOTINATE_METABOLISM	26	-0.998851656965131	-1.9094873451365	0.0576540755467197	0.703021813087853	0.703021813087853	18	tags=8%, list=0%, signal=8%	CD4 Memory
REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE	73	-0.998520307752357	-1.90908424707602	0.109848484848485	0.703021813087853	0.703021813087853	7	tags=3%, list=0%, signal=3%	CD4 Memory
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_THE_AP_2_TFAP2_FAMILY_OF_TRANSCRIPTION_FACTORS	28	-0.999117536127546	-1.90743108469972	0.0571992110453649	0.703021813087853	0.703021813087853	13	tags=7%, list=0%, signal=7%	CD4 Memory
REACTOME_HATS_ACETYLATE_HISTONES	129	0.999229271248603	1.89395246918166	0.0813008130081301	0.703021813087853	0.703021813087853	4	tags=1%, list=0%, signal=1%	CD4 Memory
REACTOME_TP53_REGULATES_METABOLIC_GENES	83	-0.998652436155213	-1.88593788874871	0.107485604606526	0.703021813087853	0.703021813087853	9	tags=2%, list=0%, signal=2%	CD4 Memory
REACTOME_EPH_EPHRIN_SIGNALING	82	-0.999004068908024	-1.8850229929996	0.0744274809160305	0.703021813087853	0.703021813087853	7	tags=2%, list=0%, signal=2%	CD4 Memory
REACTOME_RAC2_GTPASE_CYCLE	84	-0.998298896574115	-1.88306162287042	0.120689655172414	0.703021813087853	0.703021813087853	7	tags=4%, list=0%, signal=4%	CD4 Memory
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_ADDITIONAL_CELL_CYCLE_GENES_WHOSE_EXACT_ROLE_IN_THE_P53_PATHWAY_REMAIN_UNCERTAIN	21	-0.998949366111149	-1.88238375151738	0.0132410219246794	0.703021813087853	0.703021813087853	16	tags=10%, list=0%, signal=10%	CD4 Memory
REACTOME_STIMULI_SENSING_CHANNELS	81	-0.998823457374267	-1.88192628013569	0.0917782026768642	0.703021813087853	0.703021813087853	6	tags=2%, list=0%, signal=2%	CD4 Memory
REACTOME_PARASITE_INFECTION	89	-0.999039018297375	-1.86643532989888	0.0745098039215686	0.703021813087853	0.703021813087853	7	tags=2%, list=0%, signal=2%	CD4 Memory
REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS	97	-0.999682867718533	-1.84354028575476	0.0245909713973929	0.703021813087853	0.703021813087853	5	tags=2%, list=0%, signal=2%	CD4 Memory
REACTOME_SIGNALING_BY_VEGF	97	-0.998637184921133	-1.84161191584329	0.116141732283465	0.703021813087853	0.703021813087853	7	tags=2%, list=0%, signal=2%	CD4 Memory
REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING	94	-0.998379162397136	-1.8391796354169	0.131115459882583	0.703021813087853	0.703021813087853	7	tags=2%, list=0%, signal=2%	CD4 Memory
REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION	151	0.999602605938985	1.83289710168048	0.0163976148354443	0.703021813087853	0.703021813087853	2	tags=1%, list=0%, signal=1%	CD4 Memory
REACTOME_HCMV_INFECTION	145	0.99904363432623	1.83024519914017	0.105590062111801	0.703021813087853	0.703021813087853	4	tags=1%, list=0%, signal=1%	CD4 Memory
REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM	21	0.927545092556434	1.82839116569274	0.0218824550767291	0.703021813087853	0.703021813087853	16	tags=5%, list=0%, signal=5%	CD4 Memory
REACTOME_NOTCH3_ACTIVATION_AND_TRANSMISSION_OF_SIGNAL_TO_THE_NUCLEUS	24	-0.92902083888665	-1.7949437107362	0.0648854961832061	0.703021813087853	0.703021813087853	137	tags=8%, list=1%, signal=8%	CD4 Memory
REACTOME_REGULATION_OF_FZD_BY_UBIQUITINATION	16	-0.961628053746563	-1.78444630729315	0.0539499036608863	0.703021813087853	0.703021813087853	137	tags=12%, list=1%, signal=12%	CD4 Memory
REACTOME_MITOTIC_SPINDLE_CHECKPOINT	110	-0.999513192278152	-1.78320790641573	0.0327102994490503	0.703021813087853	0.703021813087853	4	tags=2%, list=0%, signal=2%	CD4 Memory
REACTOME_DOWNREGULATION_OF_ERBB2_SIGNALING	26	-0.925729028435146	-1.76970008759181	0.0695825049701789	0.703021813087853	0.703021813087853	137	tags=15%, list=1%, signal=15%	CD4 Memory
REACTOME_CILIUM_ASSEMBLY	187	0.998593940838432	1.7689348478039	0.134529147982063	0.703021813087853	0.703021813087853	8	tags=1%, list=0%, signal=1%	CD4 Memory
REACTOME_SIGNALING_BY_NOTCH1_HD_DOMAIN_MUTANTS_IN_CANCER	15	-0.956424852287446	-1.76701271015286	0.0551330798479087	0.703021813087853	0.703021813087853	137	tags=13%, list=1%, signal=13%	CD4 Memory
REACTOME_NOTCH2_ACTIVATION_AND_TRANSMISSION_OF_SIGNAL_TO_THE_NUCLEUS	21	-0.929027406134987	-1.75062536035311	0.0692307692307692	0.703021813087853	0.703021813087853	137	tags=10%, list=1%, signal=9%	CD4 Memory
REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS	115	-0.998867083744328	-1.74979655858629	0.0943775100401606	0.703021813087853	0.703021813087853	7	tags=2%, list=0%, signal=2%	CD4 Memory
REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS	29	-0.908744665825974	-1.74964801961101	0.078125	0.703021813087853	0.703021813087853	137	tags=14%, list=1%, signal=14%	CD4 Memory
REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION	120	-0.999474246667864	-1.74780521005132	0.0243925057743188	0.703021813087853	0.703021813087853	4	tags=2%, list=0%, signal=2%	CD4 Memory
REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	199	0.999543757248311	1.74312299195764	0.02227117688952	0.703021813087853	0.703021813087853	2	tags=1%, list=0%, signal=1%	CD4 Memory
REACTOME_DOWNREGULATION_OF_ERBB2_ERBB3_SIGNALING	13	-0.95595926030027	-1.74044697750189	0.0498084291187739	0.703021813087853	0.703021813087853	137	tags=15%, list=1%, signal=15%	CD4 Memory
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	64	0.871647423722075	1.73399131706151	0.0993788819875776	0.703021813087853	0.703021813087853	15	tags=2%, list=0%, signal=2%	CD4 Memory
REACTOME_SIGNALING_BY_NOTCH2	31	-0.887534366499057	-1.72966964349174	0.0865384615384615	0.703021813087853	0.703021813087853	137	tags=10%, list=1%, signal=10%	CD4 Memory
REACTOME_TRAF6_MEDIATED_INDUCTION_OF_TAK1_COMPLEX_WITHIN_TLR4_COMPLEX	16	-0.93093464415027	-1.72749004317528	0.0655105973025048	0.703021813087853	0.703021813087853	137	tags=12%, list=1%, signal=12%	CD4 Memory
REACTOME_TGF_BETA_RECEPTOR_SIGNALING_IN_EMT_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	16	-0.926867132157363	-1.71994215943028	0.0655105973025048	0.703021813087853	0.703021813087853	137	tags=12%, list=1%, signal=12%	CD4 Memory
REACTOME_NRIF_SIGNALS_CELL_DEATH_FROM_THE_NUCLEUS	15	-0.928923054899266	-1.71620262777081	0.0608365019011407	0.703021813087853	0.703021813087853	137	tags=13%, list=1%, signal=13%	CD4 Memory
REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B	24	-0.887273881365444	-1.71428519834496	0.0763358778625954	0.703021813087853	0.703021813087853	426	tags=12%, list=3%, signal=12%	CD4 Memory
REACTOME_TNFR1_INDUCED_NFKAPPAB_SIGNALING_PATHWAY	30	-0.879146881789179	-1.71416034559398	0.0909090909090909	0.703021813087853	0.703021813087853	348	tags=17%, list=2%, signal=16%	CD4 Memory
REACTOME_TRANSLESION_SYNTHESIS_BY_POLH	19	-0.911349887102568	-1.7077223746106	0.0712909441233141	0.703021813087853	0.703021813087853	137	tags=11%, list=1%, signal=10%	CD4 Memory
REACTOME_GLYCOGEN_METABOLISM	25	-0.88748613392281	-1.70740662977294	0.0782778864970646	0.703021813087853	0.703021813087853	502	tags=20%, list=3%, signal=19%	CD4 Memory
REACTOME_SUPPRESSION_OF_PHAGOSOMAL_MATURATION	13	-0.937072758316799	-1.70606166773211	0.0517241379310345	0.703021813087853	0.703021813087853	173	tags=23%, list=1%, signal=23%	CD4 Memory
REACTOME_GLYCOGEN_SYNTHESIS	14	-0.925756599594517	-1.7010684965097	0.0596153846153846	0.703021813087853	0.703021813087853	502	tags=29%, list=3%, signal=28%	CD4 Memory
REACTOME_RHO_GTPASES_ACTIVATE_FORMINS	134	-0.999264913553356	-1.70075650686481	0.0279788513589601	0.703021813087853	0.703021813087853	4	tags=1%, list=0%, signal=2%	CD4 Memory
REACTOME_TRANSLESION_SYNTHESIS_BY_POLK	17	-0.90972542560461	-1.69773422180171	0.0653846153846154	0.703021813087853	0.703021813087853	137	tags=18%, list=1%, signal=18%	CD4 Memory
REACTOME_TERMINATION_OF_O_GLYCAN_BIOSYNTHESIS	16	0.882533190000386	1.68736570570439	0.0488703122644385	0.703021813087853	0.703021813087853	563	tags=12%, list=3%, signal=12%	CD4 Memory
REACTOME_REGULATION_OF_SIGNALING_BY_CBL	21	-0.893471958034842	-1.68362597074222	0.075	0.703021813087853	0.703021813087853	162	tags=19%, list=1%, signal=19%	CD4 Memory
REACTOME_FANCONI_ANEMIA_PATHWAY	39	-0.860061237894954	-1.68245878981704	0.109195402298851	0.703021813087853	0.703021813087853	137	tags=8%, list=1%, signal=8%	CD4 Memory
REACTOME_NEGATIVE_REGULATION_OF_FLT3	15	-0.909743140613026	-1.68076737925926	0.0608365019011407	0.703021813087853	0.703021813087853	137	tags=20%, list=1%, signal=20%	CD4 Memory
REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION	23	-0.880387381825879	-1.68029989869582	0.0740740740740741	0.703021813087853	0.703021813087853	343	tags=13%, list=2%, signal=13%	CD4 Memory
REACTOME_RHOA_GTPASE_CYCLE	136	-0.998611095738386	-1.67882812462006	0.124015748031496	0.703021813087853	0.703021813087853	7	tags=1%, list=0%, signal=1%	CD4 Memory
REACTOME_SIGNALING_BY_EGFR_IN_CANCER	23	-0.879609607151582	-1.67881544454143	0.0740740740740741	0.703021813087853	0.703021813087853	137	tags=17%, list=1%, signal=17%	CD4 Memory
REACTOME_CDC42_GTPASE_CYCLE	142	-0.998550847921483	-1.67852145935714	0.132553606237817	0.703021813087853	0.703021813087853	7	tags=1%, list=0%, signal=1%	CD4 Memory
REACTOME_GLYCOGEN_STORAGE_DISEASES	13	-0.921720243652954	-1.67811043711654	0.0555555555555556	0.703021813087853	0.703021813087853	137	tags=23%, list=1%, signal=23%	CD4 Memory
REACTOME_ER_QUALITY_CONTROL_COMPARTMENT_ERQC	20	-0.89459124905014	-1.67619384881903	0.0772200772200772	0.703021813087853	0.703021813087853	137	tags=15%, list=1%, signal=15%	CD4 Memory
REACTOME_GAMMA_CARBOXYLATION_HYPUSINE_FORMATION_AND_ARYLSULFATASE_ACTIVATION	36	0.824900038883131	1.67431221829837	0.0772357723577236	0.703021813087853	0.703021813087853	231	tags=8%, list=1%, signal=8%	CD4 Memory
REACTOME_IKK_COMPLEX_RECRUITMENT_MEDIATED_BY_RIP1	23	-0.87607056493717	-1.67206085855222	0.0779727095516569	0.703021813087853	0.703021813087853	393	tags=22%, list=2%, signal=21%	CD4 Memory
REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS	139	-0.999596349761317	-1.67201125323444	0.0197236873391753	0.703021813087853	0.703021813087853	3	tags=1%, list=0%, signal=1%	CD4 Memory
REACTOME_PINK1_PRKN_MEDIATED_MITOPHAGY	21	-0.887162935671369	-1.67173747910505	0.075	0.703021813087853	0.703021813087853	594	tags=24%, list=4%, signal=23%	CD4 Memory
REACTOME_CHAPERONE_MEDIATED_AUTOPHAGY	20	-0.891700743515635	-1.67077791433268	0.0772200772200772	0.703021813087853	0.703021813087853	380	tags=25%, list=2%, signal=24%	CD4 Memory
REACTOME_NEGATIVE_REGULATION_OF_FGFR3_SIGNALING	24	-0.864209773686015	-1.66972346916723	0.0801526717557252	0.703021813087853	0.703021813087853	137	tags=12%, list=1%, signal=12%	CD4 Memory
REACTOME_PYRUVATE_METABOLISM	27	0.822954811216255	1.66965100847117	0.0527383367139959	0.703021813087853	0.703021813087853	18	tags=4%, list=0%, signal=4%	CD4 Memory
REACTOME_ASSEMBLY_OF_THE_HIV_VIRION	16	-0.899372967282095	-1.6689225778024	0.0674373795761079	0.703021813087853	0.703021813087853	499	tags=31%, list=3%, signal=30%	CD4 Memory
REACTOME_REGULATION_OF_TNFR1_SIGNALING	35	-0.862311583911576	-1.66520163394893	0.101391650099404	0.703021813087853	0.703021813087853	348	tags=14%, list=2%, signal=14%	CD4 Memory
REACTOME_CONSTITUTIVE_SIGNALING_BY_LIGAND_RESPONSIVE_EGFR_CANCER_VARIANTS	18	-0.886903678865455	-1.66473242555256	0.0687022900763359	0.703021813087853	0.703021813087853	137	tags=22%, list=1%, signal=22%	CD4 Memory
REACTOME_UPTAKE_AND_ACTIONS_OF_BACTERIAL_TOXINS	26	0.818645485482476	1.66353251475205	0.0521042084168337	0.703021813087853	0.703021813087853	23	tags=4%, list=0%, signal=4%	CD4 Memory
REACTOME_NEGATIVE_REGULATION_OF_FGFR4_SIGNALING	25	-0.8642051783472	-1.66261713236237	0.0821917808219178	0.703021813087853	0.703021813087853	137	tags=12%, list=1%, signal=12%	CD4 Memory
REACTOME_APC_CDC20_MEDIATED_DEGRADATION_OF_NEK2A	26	-0.86897443231607	-1.66120331300871	0.0874751491053678	0.703021813087853	0.703021813087853	426	tags=15%, list=3%, signal=15%	CD4 Memory
REACTOME_IRAK2_MEDIATED_ACTIVATION_OF_TAK1_COMPLEX	10	-0.945072315307643	-1.66035473050399	0.0416110697102453	0.703021813087853	0.703021813087853	137	tags=20%, list=1%, signal=20%	CD4 Memory
REACTOME_NEGATIVE_REGULATION_OF_FGFR1_SIGNALING	25	-0.862537001265573	-1.65940777899906	0.0821917808219178	0.703021813087853	0.703021813087853	137	tags=12%, list=1%, signal=12%	CD4 Memory
REACTOME_TICAM1_RIP1_MEDIATED_IKK_COMPLEX_RECRUITMENT	19	-0.88518232050392	-1.65868858462276	0.0732177263969171	0.703021813087853	0.703021813087853	393	tags=26%, list=2%, signal=26%	CD4 Memory
REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS	162	-0.999506735191878	-1.65261299633967	0.021432537696852	0.703021813087853	0.703021813087853	5	tags=1%, list=0%, signal=1%	CD4 Memory
REACTOME_IRAK1_RECRUITS_IKK_COMPLEX	14	-0.898855753345038	-1.65163846046731	0.0634615384615385	0.703021813087853	0.703021813087853	343	tags=21%, list=2%, signal=21%	CD4 Memory
REACTOME_MAPK_FAMILY_SIGNALING_CASCADES	278	0.998738410943471	1.6509925141179	0.129032258064516	0.703021813087853	0.703021813087853	2	tags=0%, list=0%, signal=0%	CD4 Memory
REACTOME_NEGATIVE_REGULATION_OF_FGFR2_SIGNALING	26	-0.863318106131313	-1.6503902125904	0.0894632206759443	0.703021813087853	0.703021813087853	137	tags=12%, list=1%, signal=11%	CD4 Memory
REACTOME_JNK_C_JUN_KINASES_PHOSPHORYLATION_AND_ACTIVATION_MEDIATED_BY_ACTIVATED_HUMAN_TAK1	21	-0.875610334212015	-1.64996817826501	0.0769230769230769	0.703021813087853	0.703021813087853	343	tags=14%, list=2%, signal=14%	CD4 Memory
