gene	baseMean	log2FoldChange	lfcSE	pvalue	padj
HBD	  254.69112047489571	-0.0677124368329203030	0.1852853202691210	0.0000054779859012141853035274264	0.000992823623857371027195962
UGGT2	   24.32272831277110	-0.2166748298885971813	0.6224340499537754	0.0000060557012967385948746276529	0.001081387953622011061441399
SELL	  182.84284263647189	-0.9491680258269523662	0.2527343379468961	0.0000064128728585975195417880068	0.001128572682926806897488192
SLC9A3R2	   16.66288457662534	 2.2839070044895795064	0.6669298584702436	0.0000084132070400737319915964937	0.001459451044108790252265551
RASGRP4	   13.06062101830545	 2.0035993661424558177	0.5391462862557126	0.0000090635307591830175657447027	0.001550119070545906765912214
BASP1	   53.85746198735958	 1.0820012832153489413	0.2938135552212157	0.0000093607689600369775107576581	0.001578719687246236394115306
MEF2C	  243.00699304920400	 0.7899088115410904942	0.2160579591682109	0.0000102482080770734876854930959	0.001704712201094566500353400
MIF	  989.78110565840859	-0.4633537509070928540	0.1197189279415370	0.0000105354187866613651519426959	0.001728805274681472371051116
NEXN	   11.00210935392946	 2.2792150326086058065	0.6369944453721266	0.0000109914210831188995516312715	0.001772425614602418869961142
GGT5	    7.59589548058731	 4.8089357831753005712	1.5843032758436588	0.0000110931686329394591433239806	0.001772425614602418869961142
CD38	   63.52418168960858	-1.6528961248939963991	0.5049966030162780	0.0000115640110698259638210769196	0.001815865084410079894478018
RGS19	   93.78902757059215	 0.7740834198676516120	0.2092251312983950	0.0000116641255524982487035449627	0.001815865084410079894478018
PRKCB	  130.47148502153695	 0.6713772728329246986	0.1818165300197024	0.0000137306444615715233180906762	0.002110521717681809999306308
SLC52A3	    4.99111571239592	 5.1586691153451322833	1.6992457392819329	0.0000150405783444794442007272708	0.002282971785462673593863903
AC069410.1	   14.92919588360246	-0.0623598497207929481	0.1817744857973415	0.0000159286293840528405849846921	0.002387917859389551093057813
POMC	   16.38231865748984	-0.0818751314700259109	0.1954047580137168	0.0000163821612891133991927496150	0.002423763697322373674575280
TST	   48.10632227426197	-0.9587189264557799406	0.2675074911360809	0.0000165669428376642517122731973	0.002423763697322373674575280
CD34	  327.06770909095223	 0.9320196427119639138	0.2700185028974483	0.0000179062146036503759376212752	0.002588513856334839161738026
TSPAN5	   28.74515414436591	 1.2320893803489363361	0.3490805731646958	0.0000181331919204496531570439816	0.002590486464588471777342749
ZNF385D	  125.84234459203411	-0.0490805294783502113	0.1750745680975384	0.0000186251545403966594347845709	0.002629828506791123676755717
AL355922.1	   15.42472078874654	-2.3721239329637486826	0.7460201303373337	0.0000201879108886851903420598525	0.002817721861164417147815886
SCARF1	   32.16384239048566	 1.0962685399261120622	0.3168341088717126	0.0000235883898071412284993056407	0.003254929743501317526005456
PGAP4	    8.91128212616883	-0.0621864697891433768	0.1817318784351092	0.0000241338772971404012096779262	0.003292782831676133517562199
STXBP5L	   10.87912692778086	 3.6952845367190780834	1.1069675877305278	0.0000252557819804270476953152180	0.003407566228759173823648077
SENCR	   12.91884918965622	 2.5351693126111913834	0.8230126489449683	0.0000262919196776844711421153994	0.003477587406261032059590077
SNRPD1	  267.54165157787429	-0.5220681391629841128	0.1442471608862535	0.0000263475287306279313344261478	0.003477587406261032059590077
LYZ	   47.21813204838039	-1.1555798314069163357	0.3459763494334152	0.0000284926070945165861895368581	0.003720276644609837521371354
DUSP6	  111.49480246483172	 0.9112400785290971639	0.2705856538981156	0.0000295109583716530131641125889	0.003812250718159388394867815
MCM7	  222.39568133159909	-0.8231476972096233302	0.2437914071980047	0.0000301154043884173838914464216	0.003849382689353182326885694
CNST	  121.47839043794092	 0.9546712330896649501	0.2879927080266527	0.0000316429744584351737559865803	0.004002506654674773886593009
KCNH2	   11.35048148592796	-2.3825116048255203793	0.7424534048832273	0.0000320349360835847155591117608	0.004010311637762569228482512
CDKN1A	   16.32017691751338	 3.1438861024935356170	1.0504072957175521	0.0000330871481151249929625497714	0.004063640003861153024433683
STK33	   30.12946619324625	-0.2167059656344157148	0.5836344885308553	0.0000331302281464427333837301226	0.004063640003861153024433683
CLEC2B	   87.96120244744992	 1.0193966075801423887	0.3105335134348793	0.0000345039299556613171938816709	0.004189812214515953835147766
RGS18	   26.54045623635522	 1.3636131651741865145	0.4142542205023212	0.0000350387575647868271884639857	0.004212630030784222587292298
AL035446.1	    4.24180103196574	 4.2923681430388223035	1.4813271957745096	0.0000366431978072596955240715355	0.004362336774250533989738532
CLDN10	   30.62254748433427	-2.0230570044518567663	0.7363357400322070	0.0000414364156482451459722997356	0.004885071798219813542230039
TNFRSF1A	  132.08808876730140	 0.7245524947844763641	0.2163328285232185	0.0000423335471751033119670523663	0.004916354736777727753305189
HSP90B1	  545.44706465050592	-0.6065401026744350332	0.1786184304509810	0.0000425115084708606921141786639	0.004916354736777727753305189
PRKG2	   16.82682904048299	-0.1310210868982124022	0.2536527949507519	0.0000437120819538390983243804355	0.005007507652504417268446435
HIVEP3	   45.24983162239200	 1.0213000484249785682	0.3121339262538820	0.0000443793009093670204855131001	0.005036428513480782111211287
STAC	    9.39671339876187	-0.0809737636957593848	0.1947683340280019	0.0000459511821280000467356170735	0.005119130317250500557257897
CNN2	  147.38167884005568	 0.9562279428200357589	0.3007300289040569	0.0000455914897830599931665557234	0.005119130317250500557257897
MAP4K2	   45.77080266855901	 0.9016411591465283148	0.2727771195721178	0.0000465261720217862822764412489	0.005136066426005007207189479
TYMS	  273.57237454855760	-0.7458126584513665724	0.2280531576765184	0.0000474174827601963106327338793	0.005187301740153728302207270
PRKN	   17.35336472266608	-0.0664175761748497240	0.1838534488504267	0.0000486772998578993969665679176	0.005277575465843503156604388
CD200	   44.24800452812183	 1.2237017457877510385	0.3930732037689269	0.0000504498920399776623808320297	0.005421354327800431520401059
NABP1	   15.55389938032807	 1.7230164290767879809	0.5492938841578523	0.0000525434109591914290035563617	0.005596795081381241050710873
ADGRG6	   12.17253046788596	-0.0750343325640936420	0.1899186089518841	0.0000539199178703018148139589072	0.005693474458252825026738364
SLC38A1	  109.35223110282617	 1.0537405414242759782	0.3434879529209386	0.0000584836033570571421527466149	0.006122124099696076536536449
SLC2A3	   61.28590867201891	 1.8954414049053003311	0.8165074572384111	0.0000608506494070709736993358974	0.006267320125061928530463273
CDT1	   98.50832274226757	-0.7783037658356637412	0.2412407778874239	0.0000609028884754432624183337341	0.006267320125061928530463273
AC011997.1	   12.65505198795621	 3.2141268338116524284	1.4295065753078755	0.0000627803428812351017570050904	0.006406232803418804994111113
VPS13A	   75.13603982897079	-1.0211986855879353620	0.3304692729302397	0.0000639249322014666333715421365	0.006415210344813299624122660
ELANE	  157.62713298454665	-0.0538359649643410029	0.1773294049186049	0.0000634490447644932953992144564	0.006415210344813299624122660
RPL37A	 3307.08527585311685	-0.4867299168364131456	0.1460154629979716	0.0000706464764944200257967485412	0.006992000074819731958442048
CETP	    8.98869980844336	 3.4251756073220120946	1.1933107628071797	0.0000708240145930023147014323315	0.006992000074819731958442048
ARHGEF3	   46.19910455777850	 1.0057049646783879915	0.3247464809954027	0.0000744079665688683269822792377	0.007170920143220381633153426
NDUFS6	  166.09080437517255	-0.5392961918356817819	0.1635766620951715	0.0000743255333421102669247751416	0.007170920143220381633153426
VCL	   73.61202850163565	 0.9419329954005813965	0.3051898653397761	0.0000743369938424667526903621972	0.007170920143220381633153426
CSRNP1	   31.57400715900923	 1.2837128711019429872	0.4264209659570328	0.0000764835710865129244067500691	0.007312913414988397690918998
HSD17B11	  127.36818093760309	 0.6332240527170960309	0.1963208788984009	0.0000785670426951034020501829502	0.007370372907696107547814712
RIPOR1	   21.65970608429164	 1.2001312380908555344	0.3872003240227663	0.0000789054169480765872114746973	0.007370372907696107547814712
CERS4	   17.47916429184780	 1.5544668011704088073	0.5201703473047127	0.0000788506796818455471618364294	0.007370372907696107547814712
DAPK1	  126.50346339802950	 0.8596125906219423962	0.2824746747432879	0.0000866257865530756872209788844	0.008029747527587770619672547
EZH2	   74.34280668916196	-0.7905727171380911855	0.2537835455882629	0.0000898947225228241124936681694	0.008269633451474646054779605
MBOAT7	  132.72512557557147	 0.8264045152073383749	0.2726435811586959	0.0000936568503393346167605962305	0.008550940854665716600591097
TMEM258	  264.79994189545397	-0.5575772455282104190	0.1748784854230619	0.0000989060069350191598414739902	0.008962803300089087349400430
HLA-DMA	  190.11162855752568	 0.6244207945721858000	0.1994328565785723	0.0001007269483594137833093809520	0.009060202473543419593449144
KCNIP1	    8.39393709359655	 3.3795354750209689598	1.2329541643479274	0.0001026029545112801467021332313	0.009094216617740692384930234
GPI	  189.11953868694329	-0.4765833020392742370	0.1447662528153766	0.0001019988314928958392496100016	0.009094216617740692384930234
ST3GAL1	   48.95471615395999	 0.9015837841744656078	0.2974584358052391	0.0001035284050575867851630429417	0.009109749439233885692779324
IL18R1	   10.56206899875392	 2.3709961852062231280	0.8532662569561216	0.0001055846324690395678048623895	0.009156557338209775354087583
PLOD2	   13.60003250722828	-0.0627175828611507696	0.1817913249628304	0.0001054282629240148837224122502	0.009156557338209775354087583
APOC1	   43.33511242859845	-0.0393550724051677306	0.1710679728716960	0.0001063225384738185157456474839	0.009156557338209775354087583
VSIR	   76.72334754050858	 0.9220946619024433799	0.3133364189034471	0.0001106180145089992304273038282	0.009306913107415871327932066
DENND10	   47.93118248746652	-1.0121742612039907883	0.3407196702528626	0.0001091356978158859714587991530	0.009306913107415871327932066
PCDH9	   10.65064060154715	-0.0455236264445955108	0.1732913271478697	0.0001111341843510912740086368777	0.009306913107415871327932066
SDF2L1	   84.94006737802380	-1.0452812049700435093	0.3649793189622855	0.0001097535294628121122634256679	0.009306913107415871327932066
GADD45B	   28.91832419175989	 1.4493967666345610734	0.5197256182444678	0.0001175433829178274062728440374	0.009776228073775192206618101
CENPH	   47.12792400658579	-1.0891816604312749561	0.3772920670594275	0.0001199055083682274900052505684	0.009904847538199907860945181
CTDSPL	   47.29015687357284	-0.9207290073620115756	0.3090552855432835	0.0001207377419620450187225102479	0.009906205409764274119610583
ARL6IP5	  211.57779987223026	 0.6763974339144375181	0.2237015576752312	0.0001232148742330867370337738054	0.010041598777264244823914652
SESN1	   68.82252175155132	 1.0937929273056781199	0.3873480715329708	0.0001264867499528548439556574490	0.010177305238749208976534177
GIPC1	   19.05103030349193	 1.4533400913889213957	0.5160529222573427	0.0001265562950713275598181584147	0.010177305238749208976534177
CD52	  282.69232272606911	 0.9854561130144120495	0.3579383477804526	0.0001308942880261454932370318582	0.010357461355773787264888952
TIMP1	  135.16396989216040	 0.8773384610557971586	0.3054465159522226	0.0001313554351304589728251931424	0.010357461355773787264888952
LGALS3	    5.77962479624096	 2.9104925910379506604	1.0329834068518844	0.0001307164718066461742140837998	0.010357461355773787264888952
AC246817.1	   30.72827535407150	 1.6805052400259754553	0.6861796641848810	0.0001397454529206452545145311639	0.010947929256873519324178012
ATF7IP2	  126.95380183556006	 0.6311308401766889675	0.2089427415178118	0.0001460277999780475264440804395	0.011179875258041042235257478
SOCS3	   36.85777093142650	 1.7130418508597191618	0.7562720972731517	0.0001459509054891317512969717285	0.011179875258041042235257478
BAIAP2-DT	   18.51720087245595	 1.9221650617402323835	0.7856455981841882	0.0001463888796861175780814057212	0.011179875258041042235257478
RAB27B	   42.96240809670459	 1.1358814722231711514	0.4073515465244989	0.0001462140443297468026060542678	0.011179875258041042235257478
MCOLN2	    3.65924725908577	-0.0665860460732783516	0.1848371102839258	0.0001495648759376743428071293573	0.011351039303194872254199055
MYADM	  171.20023881576171	 0.7314205607399268949	0.2504703378191572	0.0001518192007616358900606162718	0.011450562452475433056209297
RASD1	    7.06032971500040	 4.8394702425208171448	2.1351826781003864	0.0001542172664040767000349918536	0.011559631271263600890697454
MZB1	   80.81198750986867	-1.4247301533093457149	0.5836865675235753	0.0001557754181388913824676811792	0.011604790812641459576970426
SOX18	    7.05772271485775	 2.9117302639945181753	1.2088873479656288	0.0001630621080995869854549790157	0.012073555967398078014873875
WT1	    7.65812080837906	 2.6239599906858765976	1.0296701023114128	0.0001643408006151260230230659598	0.012094486920421062062236395
TYMSOS	   15.56699465900341	-1.4157303197725874533	0.5019398224083552	0.0001655828830982042105396390141	0.012112487647358395961849631
RALB	   51.15070481031548	 0.8287693543040496325	0.2850438350812800	0.0001683220482510342636255779025	0.012228442886523110955110383
CDKN2A	   13.03301960280001	 3.3922733613769051608	1.7809786763414772	0.0001691821135580896698184794058	0.012228442886523110955110383
FAM110A	   28.77535487564732	 1.2000696356463629311	0.4302383876136177	0.0001710615555789563426228316878	0.012291127037841815400343037
VNN1	   11.38208724218372	 1.7304154812239196382	0.6337853599650501	0.0001763737109726828131486819906	0.012598270425536984076786418
PTMA	 4614.36251085888580	-0.2641019579098847214	0.0763569817461922	0.0001789136488449159193437482118	0.012704961625285461288004107
RPS20	 1676.08161910703348	-0.4658552098215127391	0.1516184072703342	0.0001808684340851204593123707776	0.012769101134276848036330776
CALR	 1007.13307166118011	-0.4729079501777735950	0.1529895347080646	0.0001823410002143391610458789120	0.012798651824293181752945081
ETV6	  526.90931516368471	-0.5188116908575960418	0.1713288797292976	0.0001846874439200117006855406121	0.012888848457015529211378002
ITGA5	   52.66850572872497	 0.8602322245829090441	0.3034349172263409	0.0001860401626599513999742868675	0.012909061115313084922018305
JAG1	   12.90558748122373	 2.2002718987683236307	0.9577068347357799	0.0001878213666870940626481278901	0.012958607134553315129443796
RPS14	 5122.70365213233435	-0.7339125974973664812	0.2654326531333295	0.0001949446835212837445851230544	0.013284974782583379784850486
LARP1	   94.93012588011580	-0.6294925308117945706	0.2167711576633601	0.0001958338537496849822861638701	0.013284974782583379784850486
MN1	   18.71508719231034	 1.5175798951799712722	0.5786706551191000	0.0001943776893335794205778382926	0.013284974782583379784850486
NENF	  172.56738973720493	-0.5688033226471475023	0.1919524333368322	0.0002030599118653363946082612834	0.013548112691103186139285341
HINT1	 1108.28423762837360	-0.6807194824532465383	0.2425011053435726	0.0002023004597955759464519842616	0.013548112691103186139285341
GIMAP7	   31.80336477717887	 1.9162267155641430350	0.9327128853796769	0.0002014311144729049945448912107	0.013548112691103186139285341
ZFPM2-AS1	    5.27261780667275	 4.3747825999026952459	1.6197747678057937	0.0002052340531379696312187094209	0.013618344848384511189265389
MXRA7	   13.71887757350026	 2.0029800894426874613	0.9216530329054557	0.0002088817264224098900395748535	0.013785058717105017067616757
FAM43A	   12.51290376881395	 1.7888169663751318783	0.6836967144492767	0.0002130432481300842688289737259	0.013983698173208719203741701
GNPDA1	   18.10110678671105	 1.3127851595560826592	0.4866096295915449	0.0002212628885870953807882971498	0.014291464128261164093225410
HELLS	   97.03299136592479	-0.8024226705261715553	0.2908138859112920	0.0002206689017612445153238703854	0.014291464128261164093225410
LINC00539	   29.68666808648658	 1.5198770585060699112	0.6332569954070045	0.0002203192654743013850857785707	0.014291464128261164093225410
MED12L	   69.49375932228310	-1.3810039913597997874	0.6408341387524236	0.0002311542697837170841704268476	0.014851356073987707906436384
PRSS57	  731.41962409070857	-0.6653016692576954050	0.2387223222274771	0.0002337915457416345123980994103	0.014941740736529832145329522
GBP2	   32.43971544349457	 1.1770924544146752488	0.4504937504477549	0.0002371493506639190469893752056	0.015039803165658715070063245
IMPDH2	  412.01529039782378	-0.4810272421661216380	0.1615538233008417	0.0002378030311954602230972016796	0.015039803165658715070063245
HLA-E	  352.24156482642383	 0.4318149578716726222	0.1423393284807950	0.0002492053228517227426302982352	0.015679275831028339355244228
H2AZ2	  361.60664989894207	-0.6447030514480749375	0.2314547689261468	0.0002554208287915415444800648626	0.015905513456490712881352678
TBXA2R	   16.02913837778890	 1.7656836455539171027	0.7623502639092050	0.0002546090974453076158021125330	0.015905513456490712881352678
HLA-DPA1	  508.19765170115585	 0.6743355533096615506	0.2472182713720301	0.0002579995099286544447091118482	0.015984122699304343512283211
SH3BGRL3	  678.86386562154951	 0.7539634852850601865	0.2835221809029490	0.0002649282954129804227086375512	0.016330072544161529368711427
KRT8	   22.42513177833809	 1.4994758641437959668	0.6308217738041408	0.0002678803412668797896516170720	0.016428641333352127923417285
ADAM22	   14.66442598153639	-1.4949389622791025012	0.5817771624668873	0.0002726340607830291147550827446	0.016552977000441611993286628
GATA1	   57.26692238778454	-0.1598966926669018185	0.3040827272341690	0.0002725112717051929788966702084	0.016552977000441611993286628
TXNIP	  307.66060557157658	 0.7375922572337663130	0.2754265522270181	0.0002789366706986418347619105518	0.016767960357889147293697363
RTKN2	    8.66889181861871	-0.1116676245886513846	0.2251534893985841	0.0002775998504504806102706482296	0.016767960357889147293697363
RPL23	 1510.39654290534054	-0.4320595528654266326	0.1463213203324126	0.0003018150160907519231022477779	0.018053890346748771578155868
IL3RA	   25.18184472561222	 1.0351669711428446163	0.3980080667587108	0.0003204214094431432225534850389	0.019072927327784747197902959
PPIB	  604.33323185474148	-0.4006249357421202695	0.1342086438610661	0.0003241703744389528066803529693	0.019201955399083921877112502
BAIAP2	   11.78172303457920	 1.5777364907089235224	0.6201288811141544	0.0003312347645150707912443943659	0.019525163813138370766386842
C12orf57	  213.18752693974736	-0.8330497075887208780	0.3313178159319909	0.0003397249801128939092516312304	0.019928890983144303267193820
PTP4A3	   21.54215104010245	 1.3388000983261589827	0.5482666432730730	0.0003465447140223487415729153316	0.020231213761410484636149576
POLE2	   30.11074919518157	-1.0570053479436996025	0.4153889685842039	0.0003549591862056719355350553613	0.020623298555480739507883570
TNNT1	   11.34317012304875	 3.2709225904783596484	1.3447471565161198	0.0003597412977037088631197814248	0.020801612276267318624167757
ZYX	  225.08778099706205	 0.5649268485508492921	0.2069127427766804	0.0003715814314234947533799324759	0.021384423325950221300706389
ARID1B	  247.34527323548636	-0.6234625840795438023	0.2339848709784404	0.0003758248140117918627278736921	0.021523018842524326010856583
ATP5MC1	  221.34177702135696	-0.4874154524015024692	0.1725734098838113	0.0003775346301126312423962483322	0.021523018842524326010856583
LUZP1	   54.56919379021974	 0.8662940344650159608	0.3412370601151828	0.0003796374178485007518796257031	0.021541762452964227647633777
PVT1	   66.78108140746183	-0.7917631513669920462	0.3056231971875349	0.0003820171790948021514969235035	0.021575974910456662686497609
NSD2	  108.86282182409137	-0.5933294922733352017	0.2179522164997287	0.0003851940548956502528843426347	0.021654682447212414420079085
ITM2B	  412.61707866003218	 0.6173458172086536688	0.2355062078749105	0.0004002854291245128951111376114	0.022399382331147282138017474
RPL21	 2755.36083233861655	-0.4355644175095909620	0.1510022315768562	0.0004144829118440137411503998432	0.023087458708815865315866489
GRAMD1A	   69.66146286831254	 0.6174159374005702139	0.2294996647275763	0.0004178071852746252515600766664	0.023166359136026364734517458
JUP	   95.87398155726687	 0.6487312518637862180	0.2472015945259411	0.0004256526288205073798101563121	0.023494090326215549824340201
UBASH3B	   75.10229559397929	 1.0474125639745972549	0.4582566823008364	0.0004300414406355445836108164492	0.023587727372716610352298972
ZFP36	  137.33998202604559	 0.9116558305790513073	0.3889107238377287	0.0004312340835660946484000910495	0.023587727372716610352298972
CPED1	   10.69862328861603	-0.0851896379871436848	0.1973131130824772	0.0004369402345941691512103133288	0.023686452092308019068411795
NAALADL1	   26.03294078329426	-0.1048980177676798742	0.2154462572989792	0.0004361728706460028543584472871	0.023686452092308019068411795
RPL31	 2364.96706571575623	-0.3794632994529890113	0.1290196281457776	0.0004459380060059571233149755543	0.024066778697468167030892872
RADIL	    5.41025800852694	 2.4271061372065920736	0.9741029731772114	0.0004554366835217626627296816366	0.024470653309755594634333775
DNPH1	  158.25490257483594	-0.6710699802722867036	0.2635768499850102	0.0004580461684221769601277340911	0.024502443273790724953542508
ID1	   13.01490466996380	 1.9141609792687113156	0.9569841827585950	0.0004682969360708852369322430231	0.024940919713634910476196538
