pathway	pval	padj	log2err	ES	NES	size	leadingEdge
HALLMARK_UV_RESPONSE_UP	0.091273374888691	0.325976338888182	0.0563823226021518	0.493796398435088	1.35193203909936	137	CXCL2 IGFBP2 CDKN1C E2F5 NFKBIA TGFBRAP1 SELENOW CHKA
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.104861630516081	0.349538768386936	0.0525655298882517	0.487979517882996	1.33001543779533	132	IGFBP2 MEST JUN BMP1 ITGAV PMEPA1 COL5A1 P3H1
HALLMARK_KRAS_SIGNALING_DN	0.177091417041751	0.553410678255471	0.0402098897493978	0.472281030295383	1.24697593873402	105	IGFBP2 PDE6B NR6A1 SIDT1 SLC5A5 MSH5 ZBTB16 COQ8A GPRC5C ABCB11 OXT CCDC106 CKM CLSTN3 CCNA1
HALLMARK_ANDROGEN_RESPONSE	0.201921537229784	0.560893158971622	0.037988133903549	0.4798366475403	1.23240798853448	89	HSD17B14 SCD IDI1 ZBTB10 MAP7 ITGAV LMAN1 PMEPA1 TSC22D1 HMGCS1 FADS1 INSIG1 AKAP12 KRT8 GUCY1A1
HALLMARK_ESTROGEN_RESPONSE_EARLY	0.200291757840992	0.560893158971622	0.036171170470305	0.43474576530581	1.20536179680368	149	EGR3 NBL1 DEPTOR SLC19A2 TGIF2 NXT1 SLC39A6 SLC27A2 MYB NRIP1 PEX11A GLA MAST4 TIPARP FASN FOS KRT8 ELF1 GJA1
HALLMARK_MYC_TARGETS_V2	0.216317492761029	0.569256559897444	0.037833743098097	0.511861079814755	1.24632412791394	57	DUSP2 DCTPP1 RABEPK EXOSC5 FARSA
HALLMARK_COAGULATION	0.240734874881216	0.601837187203041	0.0340829244633745	0.457279409537409	1.18650905598862	94	CFI USP11 SERPING1 BMP1 DUSP14 PLAU
HALLMARK_ADIPOGENESIS	0.312751677852349	0.628513209668353	0.045014448139004	-0.322522582813279	-1.07472721718065	179	RIOK3 RNF11 AGPAT3 TANK REEP5 COX7B NMT1 CHUK NDUFB7 BCL2L13 UQCRQ LPCAT3 RREB1 ETFB GRPEL1 CS RMDN3 ACADS MGST3 SDHB ELMOD3 UQCR11 ITSN1 ADIPOR2 BAZ2A DECR1 SLC1A5 COX6A1 UCP2 UQCR10 GADD45A DNAJC15 MIGA2 GHITM TST IMMT ATL2 STOM PEX14 COQ3 ESRRA ACO2 CMPK1 ARL4A ACOX1 PTGER3 OMD
HALLMARK_APICAL_JUNCTION	0.323920756948551	0.628513209668353	0.0272406562115209	0.401687954273237	1.10240818430189	140	ITGA9 CERCAM ICAM2 BMP1 MAP4K2 CLDN15 SORBS3 HADH NECTIN2 JAM3 MAPK11 GNAI1 FSCN1 INSIG1
HALLMARK_APICAL_SURFACE	0.377107925801012	0.628513209668353	0.030913179318951	-0.402959978903215	-1.05994418089627	32	AKAP7 ADIPOR2 EPHB4 NCOA6 TMEM8B BRCA1
HALLMARK_APOPTOSIS	0.327126099706745	0.628513209668353	0.0269260763455709	0.397418819303278	1.09697169090341	146	EGR3 JUN F2R GNA15 DFFA IL1B
HALLMARK_BILE_ACID_METABOLISM	0.3709184494129	0.628513209668353	0.0263563597196709	0.420770183739196	1.07621532093295	86	IDI1 SLC27A2 PHYH PEX11A FADS1 ABCA2 LIPE SCP2 PRDX5 AMACR PEX1 ABCA1 SLC35B2 ABCD3 NEDD4 HSD17B11 NR1I2 ABCA3 SLC27A5 PEX11G CROT MLYCD ABCA5 PEX6 HACL1 GSTK1 PAOX PEX16
HALLMARK_DNA_REPAIR	0.275298554368322	0.628513209668353	0.0465749092505758	-0.340217441792806	-1.10173370856691	146	AK1 GUK1 RBX1 COX17 DCTN4 TAF10 RAD52 POLA2 POLH SURF1 POLR2I NFX1 DGCR8 POLL POLE4 DDB1 GTF2B MPC2 TSG101 ZNF707 CMPK2 POLA1 SAC3D1 ARL6IP1 RFC3 EIF1B
HALLMARK_FATTY_ACID_METABOLISM	0.369646321444561	0.628513209668353	0.0251459996563347	0.390390837318336	1.06555549964895	134	LTC4S NTHL1 IDI1 HIBCH CPT2 OSTC APEX1 HADH D2HGDH BCKDHB HMGCS1 HSD17B7 SUCLA2 ACOT2 GSTZ1 NBN FASN CRYZ AUH RDH11 ACADM UBE2L6 PCBD1 HSD17B11 SDHC PSME1 GRHPR DLD MIF
HALLMARK_HYPOXIA	0.332802086351782	0.628513209668353	0.0264233933340371	0.391083922012036	1.09088357435259	159	CDKN1C JUN IDS HSPA5 PGM1 PNRC1 CASP6 COL5A1 B3GALT6 TIPARP PRDX5 CITED2 AKAP12 FOS ETS1 NFIL3 GALK1 ACKR3 DDIT3 ILVBL CAVIN1 PGK1 ZNF292 GRHPR DUSP1 EFNA1 MIF KLF6
HALLMARK_MYOGENESIS	0.364552459988145	0.628513209668353	0.0252612440670251	0.390692914283437	1.0706223457147	138	MAPK12 KIFC3 SCD NQO1 PTP4A3
HALLMARK_SPERMATOGENESIS	0.362672322375398	0.628513209668353	0.0362477349578108	-0.352060905315803	-1.06478535440629	87	IDE MAST2 NF2 IP6K1 MTOR SCG5 TOPBP1 SIRT1 CHFR CDKN3 CLPB KIF2C NEK2 AURKA NCAPH CCNB2 ZC3H14 TTK CDK1 ARL4A AGFG1 BUB1
HALLMARK_HEDGEHOG_SIGNALING	0.420192875418225	0.677730444222943	0.0276944387553962	-0.419478454551641	-1.02055372605395	20	SLIT1 TLE1 CELSR1 TLE3 OPHN1 RTN1 LDB1 NRP1 DPYSL2 MYH9 ACHE
HALLMARK_GLYCOLYSIS	0.454221934648981	0.689247064633409	0.0357051552759562	-0.301367653058265	-0.993717237530505	163	PC LHPP NDUFV3 PDK3 COG2 GMPPB AGRN COPB2 GLCE CENPA CYB5A GCLC MXI1 PLOD1 ISG20 PSMC4 ANKZF1
HALLMARK_MTORC1_SIGNALING	0.45490306265805	0.689247064633409	0.0208510766396599	0.351499634412118	1.00209161473192	192	MLLT11 SCD IDI1 UFM1 CALR CYP51A1 HSPA5 PGM1 MTHFD2L TRIB3 HMGCS1 FADS1 GLA LDLR INSIG1 CYB5B IFRD1 SQLE QDPR RDH11 NUFIP1 PPA1 NFIL3 DDIT3 G6PD SERPINH1 PGK1 CCNG1 USO1
HALLMARK_ALLOGRAFT_REJECTION	0.476520733997977	0.700765785291143	0.0205686546818017	0.353331284890106	0.989355925489461	166	CD7 F2R RPS3A RPL9 IL1B RPS19 SOCS1 PSMB10 HLA-A HLA-E SOCS5 GCNT1 HLA-DMA RIPK2 ETS1 IL7 ZAP70 INHBA B2M TAP1 IL18RAP NPM1 CCL4 SRGN RPL39 NCF4 EIF3D RPS9 GALNT1
HALLMARK_COMPLEMENT	0.557611165206102	0.740608654303376	0.0316817477874826	-0.286087324508395	-0.945480168084837	166	USP15 C1S IRF2 RNF4 JAK2 CTSB BRPF3 USP8 CD59 CPQ CALM3 AKAP10 LGMN RBSN
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.57278631395533	0.740608654303376	0.0191716701212118	0.354185629896521	0.919993417214176	95	NCOA7 TRIM5 HLA-C SLC25A28 DHX58 NMI LY6E CASP8 HERC6 SAMD9L RIPK2 ELF1 IL7 BST2 DDX60 B2M UBE2L6 TAP1 MVB12A PSME2 PSME1 PSMB8 IFIT2 PSMB9 IFI44 ADAR
HALLMARK_KRAS_SIGNALING_UP	0.618597206053551	0.740608654303376	0.01677944501614	0.323474651855646	0.898541349459286	152	SPRY2 BTBD3 CDADC1 MAP7 CD37 IL1B GNG11 PLAU TFPI AKAP12 FBXO4 ACE GUCY1A1 F2RL1 ETS1 INHBA CFH
HALLMARK_NOTCH_SIGNALING	0.597327852004111	0.740608654303376	0.0225439202236334	-0.345537822204578	-0.882166189411108	27	RBX1 FZD5 PPARD SKP1 NOTCH2 SAP30
HALLMARK_P53_PATHWAY	0.622111269614836	0.740608654303376	0.0164072232272356	0.319325675602991	0.901663587221802	177	JUN F2R TSPYL2 RACK1 SLC19A2 RPL18 RCHY1 SLC35D1 MAPKAPK3 RPS12 TRIB3 VAMP8 TM7SF3 TSC22D1 SOCS1 EPS8L2 BAX CYFIP2 TRAF4 HINT1 NOL8 FOS ZBTB16 COQ8A CTSF IP6K2
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	0.568185817349991	0.740608654303376	0.0208940081000619	0.384115284115789	0.908801564384168	48	NQO1 TXN HHEX ABCC1
HALLMARK_TGF_BETA_SIGNALING	0.544235458028561	0.740608654303376	0.0214013588301799	0.392306091791432	0.934369064651508	50	CDKN1C
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.581014223871367	0.740608654303376	0.0185956281323105	0.345656296043886	0.915339497153262	107	TSPYL2 RPS14 CALR NHP2 EEF2 HSPA5 EXOSC5 IMP3 SDAD1 GEMIN4 FKBP14 YWHAZ CXXC1 PDIA6 NPM1 DCTN1
HALLMARK_PANCREAS_BETA_CELLS	0.649714285714286	0.755481727574751	0.0200538314283756	-0.371122717138214	-0.832089123828548	13	STXBP1 LMO2 SPCS1 SRP14 PKLR
HALLMARK_WNT_BETA_CATENIN_SIGNALING	0.682281828485078	0.775320259642134	0.0191882918008837	0.351348340810715	0.790158513011048	33	KAT2A GNAI1 NCSTN DLL1 DVL2 JAG1 PSEN2 CUL1 CTNNB1 FZD1
HALLMARK_XENOBIOTIC_METABOLISM	0.773452456924059	0.85939161880451	0.025508845855239	-0.258617092054736	-0.840937736465777	151	PC NMT1 TMBIM6 ETFDH GSTO1 GSR PTGES3 CYB5A GCLC PINK1 SAR1B LPIN2 ENTPD5 GCNT2 SLC1A5 PMM1 CYP2E1 PPARD ACP1 BLVRB ATP2A2 SLC22A1 SMOX ACO2 MARCHF6 ACOX1
HALLMARK_MYC_TARGETS_V1	0.837765957446809	0.910023071007434	0.0118180710681116	0.271008200503414	0.774228932295105	199	RPS6 RACK1 RPS3 RPS2 AP3S1 EEF1B2 RPL18 NHP2 RSL1D1 RPL34 APEX1 FBL HNRNPA1 IMPDH2 CLNS1A RPS5 TUFM VDAC1 IFRD1 SET SMARCC1 SSBP1 HSP90AB1
HALLMARK_UV_RESPONSE_DN	0.855421686746988	0.910023071007434	0.0127664892654922	0.270452419940409	0.726995510139754	119	KIT ICA1 BCKDHB ANXA4 LDLR CITED2 ABCC1 INSIG1 TFPI ARHGEF9 RUNX1 GCNT1 TOGARAM1 GJA1 RBPMS ATP2C1
HALLMARK_INFLAMMATORY_RESPONSE	0.903790087463557	0.941448007774538	0.0231952065187063	-0.230965610246763	-0.76010320212828	161	GABBR1 SLC31A1 IL15RA SLC11A2
HALLMARK_PEROXISOME	0.946357085668535	0.965670495580138	0.0120033660980581	0.23650666290228	0.607441516183737	89	IDI1 SLC27A2 PEX11A FADS1 SCP2 PRDX5 SMARCC1 SLC35B2 RDH11 SIAH1 ABCD3 PEX11B HSD17B11 NR1I2
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.973617021276596	0.973617021276596	0.00975322226415796	0.222300243807882	0.631079140780376	185	SERPING1 NFKBIA SLC25A28 VAMP8 RBCK1 LYSMD2 HLA-B SOCS1 PSMB10 DHX58 HLA-A NMI LY6E CASP8 HERC6 SAMD9L HLA-DMA RIPK2 IL7 BST2 CFH DDX60 B2M CASP4 UBE2L6 TAP1 STAT3 PSME2 PSME1 PSMB8 CD69 IFIT2 PSMB9 IFI44
